"key_ID","parliament_ID","session_ID","sitting_ID","item_ID","sitting_date","item_number","member_text","text","notice_date","constituency","member_ID","member"
398,"41","41-2","41-2-60","41-2-Q-335",2014-03-24,"Q-335","Mr. Cuzner (Cape Breton—Canso)","Q-3352 — March 20, 2014  — Mr. Cuzner (Cape Breton—Canso) — With regard to Enterprise Cape Breton Corporation’s (ECBC) responsibility for the former Cape Breton Development Corporation’s Early Retirement Incentive Program (ERIP) and Compassionate Disability Benefit (CDB): (a) what year did ECBC become responsible for the ERIP and CDB; (b) what is the total number and outcome of decisions by year rendered by (i) the Nova Scotia Workers’ Compensation Board (NSWCB), (ii) Nova Scotia Workers’ Compensation Appeals Tribunal (WCAT), (iii) the Supreme Court of Nova Scotia related to the ERIP and CDB; (c) how many cases did ECBC utilize in-house legal services and third-party legal services in (i) the NSWCB, (ii) the WCAT, (iii) the Supreme Court of Nova Scotia cases related to the ERIP and CDB by year; (d) what was the total cost to ECBC for in-house legal services and third-party legal services in (i) the NSWCB, (ii) the WCAT, (iii) the Supreme Court of Nova Scotia cases related to the ERIP and CDB by year; and (e) what specific fund and or budget does ECBC in-house legal services and third-party legal services get billed to relating to (i) NSWCB, (ii) WCAT, (iii) the Nova Scotia Supreme Court cases related to the ERIP and CDB?",2014-03-20,"Cape Breton—Canso",148,"Rodger Cuzner"
399,"41","41-2","41-2-60","41-2-Q-336",2014-03-24,"Q-336","Mr. McGuinty (Ottawa South)","Q-3362 — March 20, 2014  — Mr. McGuinty (Ottawa South) — With regard to the value and condition of real property held by the government and with respect to any and all built structures, including but not limited to, offices, military bases, armouries, laboratories, canals, depots, residences, garages, communication towers, storage facilities, lighthouses, bridges, hospitals, wharves, weather stations, warehouses, data centres, prisons, border crossings, etc., what are, for each department listed in Schedule I of the Financial Administration Act, and for Parks Canada, Revenue Canada, the Canadian Food Inspection Agency, and Canada Border Services Agency, the following: (a) the number and current value of all built structures; (b) the number and percentage of the facilities referenced in (a), with building condition reports conducted in the past five years; (c) the number of building condition reports and the number of facilities they reference, by Treasury Board category (good, fair, poor, critical, unknown); (d) the list of, and addresses for, all facilities in “poor” or “critical” condition; (e) the annual departmental expenditures for real property repair and maintenance for fiscal years 2010-2011, 2011-2012 and 2012-2013; (f) the annual budgets for real property repair and maintenance for fiscal years 2013-2014, 2014-2015 and 2015-2016; and (g) estimates of costs to bring all facilities/built structures in each department’s inventory, to “good” condition within 5 years?",2014-03-20,"Ottawa South",364,"David McGuinty"
400,"41","41-2","41-2-60","41-2-Q-337",2014-03-24,"Q-337","Ms. Ashton (Churchill)","Q-3372 — March 20, 2014  — Ms. Ashton (Churchill) — With regard to women in Crown Corporations: (a) what is the total number of women currently serving as the head of a crown corporation appointed through a governor in council appointment, broken down by organization; (b) for each of the last five years, what is the total number of women appointed as the head of a crown corporation though a governor in council appointment, broken down by organization; (c) for each crown corporation, what is the total number of positions on the senior management team and how many of those positions are currently staffed by women; (d) what is the total number of women currently serving as the chairperson of the Board of Directors appointed through a governor in council appointment, broken down by organization; (e) for each of the last five years, what is the total number of governor in council appointments for chairperson and how many of those positions were filled by women; (f) for each crown corporation, what is the total current number of positions on the board of directors and how many of those positions are currently staffed by women; (g) for each of the last five years, how many vacancies on the board of directors were filled through governor in council appointments and how many vacancies were filled by women; (h) what is the total percentage of women currently serving on crown corporations appointed though governor in council appointments; and (i) what is the total percentage of women appointed through governor in council appointment for each year of the last five years?",2014-03-20,"Churchill",26,"Niki Ashton"
401,"41","41-2","41-2-60","41-2-M-455",2014-03-24,"M-455","Mr. Goldring (Edmonton East)","M-455 — October 16, 2013 — Mr. Goldring (Edmonton East) — That, in the opinion of the House, one nationally standardized “point in time” should be recommended for use in all municipalities in carrying out homeless counts, with (a) nationally recognized definitions of who is homeless; (b) nationally recognized methodology on how the count takes place; and (c) the same agreed-upon criteria and methodology in determining who is considered to be homeless.",2013-10-16,"Edmonton East",233,"Peter Goldring"
402,"41","41-2","41-2-61","41-2-Q-338",2014-03-25,"Q-338","Mr. Casey (Charlottetown)","Q-3382 — March 24, 2014  — Mr. Casey (Charlottetown) — With regard to the administration of electoral events, what are the titles, dates, and file numbers of all documents, reports or memoranda prepared by or for any department or agency since January 1, 2011, concerning (i) the Canada Elections Act, (ii) the Referendum Act, (iii) the operation or administration of either of those acts, or of regulations made under those acts, (iv) any proposed or contemplated amendments to either of those acts or to regulations made under those acts?",2014-03-24,"Charlottetown",113,"Sean Casey"
403,"41","41-2","41-2-61","41-2-Q-339",2014-03-25,"Q-339","Mr. Casey (Charlottetown)","Q-3392 — March 24, 2014  — Mr. Casey (Charlottetown) — With regard to government travel, since June 19, 2012: (a) which ministers of the Crown have used rented limousines while on official business, within Canada or elsewhere; and (b) for each such use, what was (i) the date of the rental, (ii) the location of the rental, (iii) the nature of the official business, (iv) the cost of the rental?",2014-03-24,"Charlottetown",113,"Sean Casey"
404,"41","41-2","41-2-61","41-2-Q-340",2014-03-25,"Q-340","Mr. Casey (Charlottetown)","Q-3402 — March 24, 2014  — Mr. Casey (Charlottetown) — With regard to the purchase of cosmetics by Ministers' offices, Ministers of State and Parliamentary Secretaries, since December 13, 2011: (a) how much money has each Minister's office, Minister of State and Parliamentary Secretary spent on (i) cosmetics, (ii) hair products, (iii) beauty supplies; (b) what were the dates of each purchase; and (c) what were the brands and names of the individual products purchased?",2014-03-24,"Charlottetown",113,"Sean Casey"
405,"41","41-2","41-2-61","41-2-Q-341",2014-03-25,"Q-341","Mr. Dion (Saint-Laurent—Cartierville)","Q-3412 — March 24, 2014  — Mr. Dion (Saint-Laurent—Cartierville) — With regard to commemorations surrounding the 150th anniversary of Confederation, beginning with celebrations marking the 200th anniversary of the War of 1812 and ending with the 120th anniversary of the Battle of Leliefontein (in 2020): (a) with whom, including government departments, did the government consult regarding the organization and government spending for the events, (i) on what dates, (ii) what responses were received by the government; (b) how much was spent and authorized to date on each event and program, broken down by department and by program activity, during the fiscal years (i) 2006-2007, (ii) 2007-2008, (iii) 2008-2009, (iv) 2009-2010, (v) 2010-2011, (vi) 2011-2012, (vii) 2012-2013, (viii) 2013-2014, (ix) 2014-2015, (x) 2015-2016, (xi) 2016-2017, (xii) 2017-2018, (xiii) 2018-2019, (xiv) 2019-2020; and (c) how much has been spent and authorized to date for public affairs campaigns, public relations campaigns and information campaigns, as it relates to these commemoration activities for fiscal years (i) 2006-2007, (ii) 2007-2008, (iii) 2008-2009, (iv) 2009-2010, (v) 2010-2011, (vi) 2011-2012, (vii) 2012-2013, (viii) 2013-2014, (ix) 2014-2015, (x) 2015-2016, (xi) 2016-2017, (xii) 2017-2018, (xiii) 2018-2019, (xiv) 2019-2020?",2014-03-24,"Saint-Laurent—Cartierville",169,"Stéphane Dion"
406,"41","41-2","41-2-61","41-2-Q-342",2014-03-25,"Q-342","Ms. Sims (Newton—North Delta)","Q-3422 — March 24, 2014  — Ms. Sims (Newton—North Delta) — With regard to the Social Security Tribunal: (a) what is the recruitment and hiring budget for fiscal year (i) 2014-15, (ii) 2013-14, (iii) 2012-13; (b) when is the Tribunal expected to be fully staffed; (c) have any appointees left their positions and if so, how many; (d) who is responsible for deciding whether to hire part-time members, what criteria will that decision be based on, and what steps must be taken for that decision to be made; (e) how many Appeal Division members are (i) English speakers, (ii) French speakers, (iii) bilingual; (f) how many Income Security Section members are (i) English speakers, (ii) French speakers, (iii) bilingual; (g) how many Employment Insurance Section members are (i) English speakers, (ii) French speakers, (iii) bilingual; (h) how is workload allocated among members; (i) is region taken into account in assigning cases to members; (j) what kind of performance standards are members expected to meet; (k) when will the Tribunal finalize its policies and procedures and will it make them public immediately; (l) when will the Tribunal finalize its timelines and standards and will it make them public immediately; (m) what is the Tribunal doing to integrate feedback from stakeholders and appellants in its policies, procedures and standards; (n) what kind of office budget is available for members who are not located in Ottawa; (o) what kind of appeal process is available to appellants who would like to have a hearing conducted in person but are told their hearing will take place in writing or over the phone; (p) what kind of medical expertise is required of members who will be assigned Canada Pension Plan Disability Benefit cases; (q) what kind of training in medical issues is being provided to members who will be assigned Canada Pension Plan Disability Benefit cases; (r) what kind of training is being provided to members on local labour market conditions around the country; (s) what kind of sensitivity training is being provided to members to assist them in dealing with members of the public in difficult financial circumstances; (t) what is the Tribunal’s policy and standard practice regarding Third Party representatives; (u) will the selected decisions posted on the Tribunal’s website be searchable by keywords; (v) how frequently will the selected decisions posted on the Tribunal’s website be updated; (w) how many people are employed as administrative support staff for the Tribunal, how many people does the Tribunal intend to employ as administrative support staff when the Tribunal is fully staffed, and what is the budget for administrative support; (x) how many Tribunal members are receiving a salary (i) between $90,000 and $105,000, (ii) between $105,000 and $125,000; and (y) how are funds from the Employment Insurance Fund and Canada Pension Plan Fund being allocated to cover the costs of employment insurance and Canada Pension Plan appeals?",2014-03-24,"Newton—North Delta",501,"Jinny Jogindera Sims"
407,"41","41-2","41-2-61","41-2-Q-343",2014-03-25,"Q-343","Ms. Sims (Newton—North Delta)","Q-3432 — March 24, 2014  — Ms. Sims (Newton—North Delta) — With regard to federal grants and contribution programs: (a) how many programs expired at the end of fiscal year 2013-2014; (b) what are the names of the programs that expired for fiscal year 2013-2014, their total spending authorities and total amount spent for fiscal year 2013-2014; (c) how many programs were renewed for fiscal year 2014-2015; (d) what are the names of the programs that were renewed for fiscal year 2014-2015 and total spending authorities; (e) how many programs will expire at the end of fiscal year 2014-2015; and (f) what are the names of the programs that will expire at the end of fiscal year 2014-2015 and total spending authorities for the current fiscal year?",2014-03-24,"Newton—North Delta",501,"Jinny Jogindera Sims"
408,"41","41-2","41-2-61","41-2-Q-344",2014-03-25,"Q-344","Mr. Pacetti (Saint-Léonard—Saint-Michel)","Q-3442 — March 24, 2014  — Mr. Pacetti (Saint-Léonard—Saint-Michel) — With regard to the government’s taxation policy: for fiscal years 2008-2009, 2009-2010, 2010-2011, 2011-2012, and 2012-2013, what were the tax expenditures associated with the Employee Stock Option Deduction, broken down by individual total income, by household total income, and by province or territory of residence, for incomes of (i) $0-$10,000, (ii) $10,000-$20,000, (iii) $20,000-$30,000, (iv) $30,000-$40,000, (v) $40,000-$50,000, (vi) $50,000-$60,000, (vii) $60,000-$70,000, (viii) $70,000-$80,000, (ix) $80,000-$90,000, (x) $90,000-$100,000, (xi) $100,000-$110,000, (xii) $110,000-$120,000, (xiii) $120,000-$130,000, (xiv) $130,000-$140,000, (xv) $140,000-$150,000, (xvi) $150,000-$160,000, (xvii) $160,000-$170,000, (xviii) $170,000-$180,000, (xix) $180,000-$190,000, (xx) $190,000-$200,000, (xxi) $200,000-$250,000, (xxii) $250,000-$500,000, (xxiii) $500,000 and over?",2014-03-24,"Saint-Léonard—Saint-Michel",416,"Massimo Pacetti"
409,"41","41-2","41-2-61","41-2-Q-345",2014-03-25,"Q-345","Mr. Pacetti (Saint-Léonard—Saint-Michel)","Q-3452 — March 24, 2014  — Mr. Pacetti (Saint-Léonard—Saint-Michel) — With regard to the Jacques Cartier and Champlain Bridges Incorporated (the corporation): (a) what are the file numbers of all briefing notes prepared for any Minister, Deputy Minister, or Assistant Deputy Minister pertaining to the public-private partnership for replacement of the Champlain Bridge; (b) has the corporation prepared or received any assessments of anticipated traffic loads during the bridge replacement for each of the following St. Lawrence River crossings, (i) the Mercier Bridge, (ii) the Victoria Bridge, (iii) the Louis-Hippolyte-Lafontaine tunnel, (iv) the Champlain Bridge, (v) the Jacques-Cartier Bridge; (c) if the answer to any part of (b) is affirmative, (i) what are the anticipated traffic loads, (ii) what is the file number of the assessment; (d) has the corporation prepared or received any assessments of current traffic loads for each of the following St. Lawrence River crossings, (i) the Mercier Bridge, (ii) the Victoria Bridge, (iii) the Louis-Hippolyte-Lafontaine tunnel, (iv) the Champlain Bridge, (v) the Jacques-Cartier Bridge; (e) if the answer to any part of (d) is affirmative, (i) what are the traffic loads, (ii) what is the file number of the assessment; (f) has the corporation conducted an assessment of the costs of replacing the Champlain Bridge other than through a public-private partnership and if so, (i) what is the file number of any such assessment, (ii) what were the projected costs; and (g) has the corporation conducted an assessment of the costs of maintaining the future Champlain Bridge replacement and if so, (i) what is the file number of any such assessment, (ii) what are the projected costs?",2014-03-24,"Saint-Léonard—Saint-Michel",416,"Massimo Pacetti"
410,"41","41-2","41-2-61","41-2-Q-346",2014-03-25,"Q-346","Mr. McKay (Scarborough—Guildwood)","Q-3462 — March 24, 2014  — Mr. McKay (Scarborough—Guildwood) — With regard to government communications since December 9, 2013: (a) for each press release containing the phrase “Harper government” issued by any government department, agency, office, Crown corporation, or other government body, what is the (i) headline or subject line, (ii) date, (iii) file or code-number, (iv) subject-matter; (b) for each such press release, was it distributed (i) on the web site of the issuing department, agency, office, Crown corporation, or other government body, (ii) on Marketwire, (iii) on Canada Newswire, (iv) on any other commercial wire or distribution service, specifying which service; and (c) for each press release distributed by a commercial wire or distribution service mentioned in (b)(ii) through (b)(iv), what was the cost of using the service?",2014-03-24,"Scarborough—Guildwood",366,"John McKay"
411,"41","41-2","41-2-61","41-2-Q-347",2014-03-25,"Q-347","Mr. McKay (Scarborough—Guildwood)","Q-3472 — March 24, 2014  — Mr. McKay (Scarborough—Guildwood) — With regard to the Prime Minister’s “24 Seven” videos: (a) what are the total costs of creating, producing, and hosting these videos, broken down by (i) individual video, (ii) department, (iii) program activity, (iv) sub-program activity, (v) labour cost; and (b) who is responsible for creating, producing, and hosting these videos?",2014-03-24,"Scarborough—Guildwood",366,"John McKay"
412,"41","41-2","41-2-61","41-2-Q-348",2014-03-25,"Q-348","Mr. LeBlanc (Beauséjour)","Q-3482 — March 24, 2014  — Mr. LeBlanc (Beauséjour) — With regard to termination of employment agreements of exempt staff in ministers' offices since December 13, 2011: (a) how many employees in each minister's office have been terminated for misconduct or incompetence; (b) in aggregate, what was the total sum of severance paid out to these employees; (c) what was the average, median and highest amount of severance paid to a single terminated employee; (d) how many employees resigned but still received severance pay; and (e) out of the subset of employees who resigned but still received severance pay, what was the average, median and maximum termination settlement?",2014-03-24,"Beauséjour",317,"Dominic LeBlanc"
413,"41","41-2","41-2-61","41-2-Q-349",2014-03-25,"Q-349","Mr. LeBlanc (Beauséjour)","Q-3492 — March 24, 2014  — Mr. LeBlanc (Beauséjour) — With regard to advertising by the government during the broadcast of Super Bowl XLVIII on February 2, 2014: (a) what was the total cost for advertising; and (b) what was the cost of each advertisement shown?",2014-03-24,"Beauséjour",317,"Dominic LeBlanc"
414,"41","41-2","41-2-61","41-2-Q-350",2014-03-25,"Q-350","Mr. LeBlanc (Beauséjour)","Q-3502 — March 24, 2014  — Mr. LeBlanc (Beauséjour) — With regard to the Prime Minister’s “24 Seven” videos: (a) when was the “24 Seven” project conceived; (b) is any of the content of the videos licensed from external providers, and if so, what are the costs of such licensing; (c) what are the file or reference numbers of all files and contracts associated with the conception and production of the videos; and (d) what are the job titles of all government employees involved in the conception and production of the videos?",2014-03-24,"Beauséjour",317,"Dominic LeBlanc"
415,"41","41-2","41-2-61","41-2-Q-351",2014-03-25,"Q-351","Mr. Lamoureux (Winnipeg North)","Q-3512 — March 24, 2014  — Mr. Lamoureux (Winnipeg North) — With regard to the sponsorship of parents and grandparents in the family class category: (a) on what date did the government receive the 5,000th application of 2014; and (b) how many applications has the government returned to applicants since that date?",2014-03-24,"Winnipeg North",305,"Kevin Lamoureux"
416,"41","41-2","41-2-61","41-2-Q-352",2014-03-25,"Q-352","Mr. Lamoureux (Winnipeg North)","Q-3522 — March 24, 2014  — Mr. Lamoureux (Winnipeg North) — With regard to internal trade barriers within Canada: (a) does the government maintain a list of all existing internal trade barriers; and (b) if so, what are the internal trade barriers related to (i) procurement, (ii) investment, (iii) labour mobility for workers in regulated occupations, (iv) consumer-related measures and standards, (v) agricultural and food goods, (vi) alcoholic beverages, (vii) natural resource processing, (viii) energy, (ix) communications, (x) transportation, (xi) environmental protection?",2014-03-24,"Winnipeg North",305,"Kevin Lamoureux"
417,"41","41-2","41-2-61","41-2-Q-353",2014-03-25,"Q-353","Mr. Lamoureux (Winnipeg North)","Q-3532 — March 24, 2014  — Mr. Lamoureux (Winnipeg North) — With regard to each one of Canada’s CF-18 Hornets: (a) what is its aircraft number; (b) at which Canadian Forces Base is it currently based; (c) what is its current age; (d) what is the total number of airframe hours it has logged; (e) what is its approximate expected airframe hours at retirement; and (f) in what year is it expected to be retired?",2014-03-24,"Winnipeg North",305,"Kevin Lamoureux"
418,"41","41-2","41-2-61","41-2-Q-354",2014-03-25,"Q-354","Mr. Lamoureux (Winnipeg North)","Q-3542 — March 24, 2014  — Mr. Lamoureux (Winnipeg North) — With regard to the Canada Job Grant agreements-in-principle reached with several provinces and territories, what is the file number for each agreement?",2014-03-24,"Winnipeg North",305,"Kevin Lamoureux"
419,"41","41-2","41-2-61","41-2-Q-355",2014-03-25,"Q-355","Mr. Brison (Kings—Hants)","Q-3552 — March 24, 2014  — Mr. Brison (Kings—Hants) — With regard to the government’s statutory expenditures: (a) for fiscal year 2012-2013, (i) what is the total amount of statutory expenditures made by the government, (ii) what is the breakdown of all statutory expenditures between $1,000,000 and $10,000,000 and which department, agency, crown corporation, or other reporting entity funded each expenditure, (iii) what is the breakdown of all statutory expenditures between $10,000,000 and $100,000,000 and which department, agency, crown corporation, or other reporting entity funded each expenditure, (iv) what is the breakdown of all statutory expenditures that are $100,000,000 or greater, and which department, agency, crown corporation, or other reporting entity funded each expenditure; and (b) for each fiscal year 2013-2014, 2014-2015, 2015-2016, 2016-2017, 2017-2018, and 2018-2019, (i) what is the projected total amount of statutory expenditures, (ii) what is the projected breakdown of all statutory expenditures between $1,000,000 and $10,000,000 and which department, agency, crown corporation, or other reporting entity is projected to fund each expenditure, (iii) what is the breakdown of all statutory expenditures between $10,000,000 and $100,000,000 and which department, agency, crown corporation, or other reporting entity is projected to fund each expenditure, (iv) what is the breakdown of all statutory expenditures that are $100,000,000 or greater and which department, agency, crown corporation, or other reporting entity is projected to fund each expenditure?",2014-03-24,"Kings—Hants",86,"Scott Brison"
420,"41","41-2","41-2-61","41-2-Q-356",2014-03-25,"Q-356","Mr. Brison (Kings—Hants)","Q-3562 — March 24, 2014  — Mr. Brison (Kings—Hants) — With regard to the government’s projected expenditures: (a) what is the projected level of total expenditures for each department, agency, crown corporation, and other reporting entity for each fiscal year 2013-2014, 2014-2015, 2015-2016, 2016-2017, 2017-2018, and 2018-2019, (i) under the accrual method used in the government’s consolidated financial statements, (ii) under the near-cash basis method used in the government’s estimates documents; and (b) what is the projected level of expenditures, under the accrual method used in the government’s consolidated financial statements, for each department, agency, crown corporation, and other reporting entity for each of the fiscal year 2013-2014, 2014-2015, 2015-2016, and 2016-2017, (i) at the program level, (ii) at the sub-program level?",2014-03-24,"Kings—Hants",86,"Scott Brison"
421,"41","41-2","41-2-61","41-2-Q-357",2014-03-25,"Q-357","Mr. Brison (Kings—Hants)","Q-3572 — March 24, 2014  — Mr. Brison (Kings—Hants) — With regard to the disability tax credit: (a) for each tax year 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, and 2013, (i) how many applications did the government receive, (ii) how many applications involved an authorized representative, either by use of a Form T1013, a signed letter authorizing the representative, or any other recognized means of authorizing a representative, (iii) how many applications did the government approve, (iv) how many of the approved applications involved an authorized representative, (v) what was the fiscal impact to the government of the approved claims, (vi) what was the fiscal impact to the government of the approved claims that involved an authorized representative, (vii) how many determinations were appealed, (viii) how many of the appeals involved an authorized representative, (ix) how many determinations were successfully appealed, (x) how many of the successful appeals involved an authorized representative, (xi) what was the fiscal impact to the government of the claims that were successfully appealed, (xii) what was the fiscal impact to the government of the claims that were successfully appealed and involved an authorized representative; and (b) for each fiscal year 2004-2005, 2005-2006, 2006-2007, 2007-2008, 2008-2009, 2009-2010, 2010-2011, 2011-2012, 2012-2013, (i) how many applications did the government receive, (ii) how many applications involved an authorized representative, (iii) how many applications did the government approve, (iv) how many of the approved applications involved an authorized representative, (v) what was the fiscal impact to the government of the approved claims, (vi) what was the fiscal impact to the government of the approved claims that involved an authorized representative, (vii) how many determinations were appealed, (viii) how many of the appeals involved an authorized representative, (ix) how many determinations were successfully appealed, and (x) how many of the successful appeals involved an authorized representative, (xi) what was the fiscal impact to the government of the claims that were successfully appealed, and (xii) what was the fiscal impact to the government of the claims that were successfully appealed and involved an authorized representative?",2014-03-24,"Kings—Hants",86,"Scott Brison"
422,"41","41-2","41-2-61","41-2-Q-358",2014-03-25,"Q-358","Mr. McCallum (Markham—Unionville)","Q-3582 — March 24, 2014  — Mr. McCallum (Markham—Unionville) — With regard to the use of the government aircrafts operated by departments and agencies under the Department of Public Safety and Emergency Preparedness since April 1, 2011, and for each use of the aircraft: (a) what are the names and titles of the passengers present on the flight manifest; (b) what were all the departure and arrival points of the aircraft; (c) who requested access to the fleet; and (d) who authorized the flight?",2014-03-24,"Markham—Unionville",361,"John McCallum"
423,"41","41-2","41-2-61","41-2-Q-359",2014-03-25,"Q-359","Mr. McCallum (Markham—Unionville)","Q-3592 — March 24, 2014  — Mr. McCallum (Markham—Unionville) — With regard to processing times for visa and immigration applications, broken down by year and using 80% of applications completed as a benchmark, what is the average wait time and success rate, including the total number of applications received and approved for each processing centre in calendar years 2005-2013, for: (a) Family Class, specifically (i) spouses and partners, (ii) children and dependents, (iii) parents and grandparents; (b) Permanent Economic Residents, specifically, (i) federal skilled workers, (ii) Quebec skilled workers, (iii) the provincial nominee program, broken down by province, (iv) live-in caregivers, (v) Canadian experience class, (vi) federal business immigrants, (vii) Quebec business immigrants; (c) Temporary Economic Residents, specifically (i) International Students, (ii) Temporary Foreign Workers; and (d) Temporary Resident Visas, specifically (i) Temporary Resident Visa, (ii) Work Visa, (iii) ten-year Super Visa?",2014-03-24,"Markham—Unionville",361,"John McCallum"
424,"41","41-2","41-2-61","41-2-Q-360",2014-03-25,"Q-360","Mr. McCallum (Markham—Unionville)","Q-3602 — March 24, 2014  — Mr. McCallum (Markham—Unionville) — With regard to the use of government-owned aircrafts operated by Transport Canada since April 1, 2011, and for each use of the aircraft: (a) what are the names and titles of the passengers present on the flight manifest; (b) what were all the departure and arrival points of the aircraft; (c) who requested access to the fleet; and (d) who authorized the flight?",2014-03-24,"Markham—Unionville",361,"John McCallum"
425,"41","41-2","41-2-61","41-2-Q-361",2014-03-25,"Q-361","Ms. Duncan (Etobicoke North)","Q-3612 — March 24, 2014  — Ms. Duncan (Etobicoke North) — With regard to the three most significant level-three emergencies facing children, namely, the situations in Central African Republic (CAR), South Sudan, and Syria: (a) what funding increases is the government considering to address the fact that the 2014 UN appeal for CAR is only 21 percent funded ($114 million of $547 million); (b) what funding increases is the government considering to address the fact that the 2014 UNICEF appeal for CAR is only 25 percent funded ($15 million of $62 million), ; (c) what diplomatic efforts has the government made or is it considering, and in what forums, to support the protection of civilians in CAR, broken down by efforts aimed specifically at the protection of (i) children, (ii) minorities, (iii) those at high risk of violence; (d) what financial efforts has the government made or is it considering, and in what forums, to support the protection of civilians in CAR, broken down by efforts aimed specifically at the protection of (i) children, (ii) minorities, (iii) those at high risk of violence; (e) what (i) diplomatic efforts, (ii) financial efforts has the government made or is it considering to support the immediate relocation of groups at high risk of violence in CAR; (f) what (i) diplomatic efforts, (ii) financial efforts has the government made or is it considering to support a robust response capacity to disease outbreaks in CAR; (g) what (i) diplomatic efforts, (ii) financial efforts has the government made or is it considering, and in what forums, to support the return of CAR citizens to their villages in those areas that are now safe; (h) what (i) diplomatic efforts, (ii) financial efforts has the government made or is it considering, and in what forums, to support peace and reconciliation processes in CAR such as those initiated by leaders of the main religious communities; (i) what (i) diplomatic efforts, (ii) financial efforts has the government made or is it considering to provide mediation and secure peace in those communities in CAR where social co-existence has not yet broken down; (j) what efforts has the government made or is it considering to leverage its links to the Francophonie to support humanitarian aid and peace in CAR; (k) what (i) diplomatic efforts, (ii) financial efforts has the government made or is it considering, and in what forums to support fair and free elections in CAR in 2015; (l) what (i) diplomatic efforts, (ii) financial efforts has the government made or is it considering, and in what forums, to support an increased security presence, with an appropriate mandate for the protection of civilians, in CAR; (m) if a call comes for broad-based participation in an international peacekeeping operation in CAR, what criteria will the government apply to formulate its response; (n) what funding increase is the government considering to address the fact that the 2014 UN appeal for protection needs for CAR is 7 percent funded, ; (o) what funding increase is the government considering to address the fact that the 2014 UN appeal for education needs for CAR is 0 percent funded, ; (p) what efforts and commitments has the government made or is it considering to support children’s access to education and the rebuilding of the education system in CAR; (q) what diplomatic efforts has the government made or is it considering, and in which forums, to call and push for increased humanitarian access as per UN Security Council resolution 2139, particularly so that aid can reach the hardest-to-reach children in Syria; (r) what efforts has the government made or is it considering to support aid agencies to reach the one million vulnerable children in Syria who are largely inaccessible as they live in areas under siege or in hard to reach places; (s) what efforts has the government made or is it considering to support (i) the immediate end of the recruitment of child soldiers, (ii) the targeting of schools in Syria; (t) what efforts has the government made or is it considering to encourage donations, broken down by initiatives intended specifically to encourage donations for (i) protection of children, (ii) education of children in Syria; (u) is the government considering an increase in the number of Syrian refugees who will be allowed to come to Canada; (v) what additional funding beyond its annual chronic emergency programming is the government consideringto address the fact that the UN six-month response plan for South Sudan for the period of January to June 2014 is only 23 percent funded ($286 million of $1.27 billion), ; (w) what (i) diplomatic efforts, (ii) financial efforts has the government made or is it considering to secure the safety of children in South Sudan; (x) what (i) diplomatic efforts, (ii) financial efforts has the government made or is it considering to secure children’s health in South Sudan; (y) what diplomatic efforts has the government made or is it considering to support the peace negotiations between the opposing sides in South Sudan; (z) what adaptations to its South Sudan strategy has the government made or is it considering in light of the current crisis; (aa) what efforts has the government made or is it considering to prevent and respond to the threats of outbreaks of malaria and water borne diseases, and increased rates of malnutrition in South Sudan, now that the rainy season is occurring; (bb) what efforts has the government made or is it considering to protect (i) civilians in general, (ii) children in particular, from violence in South Sudan; and (cc) what efforts has the government made or is it considering to protect humanitarian workers and their operations in South Sudan?",2014-03-24,"Etobicoke North",184,"Kirsty Duncan"
426,"41","41-2","41-2-62","41-2-Q-362",2014-03-26,"Q-362","Mr. Scarpaleggia (Lac-Saint-Louis)","Q-3622 — March 25, 2014  — Mr. Scarpaleggia (Lac-Saint-Louis) — With regard to National Parole Board appointments made since December 6, 2011: (a) what are the names of the appointees; (b) what is the professional background of each appointee; (c) what is the appointment length for each appointee; and (d) what is the remuneration for each appointee?",2014-03-25,"Lac-Saint-Louis",484,"Francis Scarpaleggia"
427,"41","41-2","41-2-62","41-2-Q-363",2014-03-26,"Q-363","Mr. Scarpaleggia (Lac-Saint-Louis)","Q-3632 — March 25, 2014  — Mr. Scarpaleggia (Lac-Saint-Louis) — With regard to government publishing after the transition to exclusively electronic publications: (a) what are the government’s plans or procedures to ensure the preservation, for posterity, of (i) publications published by the Publishing Program, (ii) publications provided by departments to the Depository Services Program; and (b) concerning such preservation, what are the dates, titles, and file numbers of any reports, studies, or dossiers prepared since October 2012 by, for, or on behalf of (i) Publishing and Depository Services, (ii) Public Works and Government Services Canada, (iii) Canadian Heritage, (iv) Library and Archives Canada?",2014-03-25,"Lac-Saint-Louis",484,"Francis Scarpaleggia"
428,"41","41-2","41-2-62","41-2-Q-364",2014-03-26,"Q-364","Mr. Regan (Halifax West)","Q-3642 — March 25, 2014  — Mr. Regan (Halifax West) — With regard to the free trade agreement between Canada and the Republic of Korea: what were the costs incurred in relation to government travel to the Republic of Korea for the announcement of the agreement on March 11, 2014, broken down by (i) department, (ii) individual, (iii) itemized expense?",2014-03-25,"Halifax West",462,"Geoff Regan"
