"uri","answer date","answering body","date tabled","question text","tabling member > label","tabling member printed","title","uin"
"http://data.parliament.uk/resources/751815","2017-07-18","Home Office","2017-07-13","To ask the Secretary of State for the Home Department, what the Government's policy is on safe injecting facilities.","Biography information for Liz Saville Roberts","Liz Saville Roberts","House of Commons Tabled Parliamentary Question 2017/19 4852","4852"
"http://data.parliament.uk/resources/751816","2017-07-17","Home Office","2017-07-13","To ask the Secretary of State for the Home Department, what steps she is taking to ensure that all on-duty uniformed and armed officers wear body-worn cameras.","Biography information for Justin Tomlinson","Justin Tomlinson","House of Commons Tabled Parliamentary Question 2017/19 4840","4840"
"http://data.parliament.uk/resources/751817","2017-07-17","Home Office","2017-07-13","To ask the Secretary of State for the Home Department, what assessment she has made of the effect of the UK leaving the EU on the prevention of trafficking of EEA nationals.","Biography information for Paul Blomfield","Paul Blomfield","House of Commons Tabled Parliamentary Question 2017/19 4824","4824"
"http://data.parliament.uk/resources/751818","2017-09-05","Home Office","2017-07-13","To ask the Secretary of State for the Home Department, how many police officers at (a) Lancashire, (b) Greater Manchester, (c) Cumbria, (d) Merseyside and (e) Cheshire Constabulary identify as either (i) male, (ii) female, (iii) gay, (iv) lesbian, (v) bisexual, (vi) transgender, (vii) gender fluid, (viii) bi-gender, (ix) non-binary, (x) gender queer, (xi) gender non-conforming, (xii) tri-gender, (xiii) all genders, (xiv) intersex or (xv) another gender identity.","Biography information for Sir Mark Hendrick","Mr Mark Hendrick","House of Commons Tabled Parliamentary Question 2017/19 4819","4819"
"http://data.parliament.uk/resources/751819","2017-07-18","Home Office","2017-07-13","To ask the Secretary of State for the Home Department, pursuant to the Answer of 12 July 2017 to Question 3708, on the period of blanket residence permission outlined in paragraph 24 of her Department's policy paper, Safeguarding the position of EU citizens in the UK and UK nationals in the EU, published on 26 June 2017, how (a) employers, (b) landlords, (c) banks and building societies, (d) the DVLA and (e) benefit agencies will be able to determine who has deemed leave.","Biography information for Paul Blomfield","Paul Blomfield","House of Commons Tabled Parliamentary Question 2017/19 4802","4802"
"http://data.parliament.uk/resources/751820","2017-07-18","Home Office","2017-07-13","To ask the Secretary of State for the Home Department, what assessment she has made of the effect of the withdrawal of West Mercia Police from the Central Motorway Police Group on levels of public safety; and if she will make a statement.","Biography information for Jack Dromey","Jack Dromey","House of Commons Tabled Parliamentary Question 2017/19 4774","4774"
"http://data.parliament.uk/resources/751821","2017-07-17","Department for International Development","2017-07-13","To ask the Secretary of State for International Development, how many projects her Department is currently supporting are aimed specifically at reducing the impacts of illegal, unreported and unregulated fishing.","Biography information for Mrs Pauline Latham","Pauline Latham","House of Commons Tabled Parliamentary Question 2017/19 4813","4813"
"http://data.parliament.uk/resources/751822","2017-07-17","Department for International Development","2017-07-13","To ask the Secretary of State for International Development, how much funding is currently allocated by her Department to projects aimed at achieving Sustainable Development Goal 14.","Biography information for Mrs Pauline Latham","Pauline Latham","House of Commons Tabled Parliamentary Question 2017/19 4814","4814"
"http://data.parliament.uk/resources/751823","2017-07-18","Department for International Development","2017-07-13","To ask the Secretary of State for International Development, how much statutory funding the International Citizen Service programme has received in each of the last five years.","Biography information for Steve McCabe","Steve McCabe","House of Commons Tabled Parliamentary Question 2017/19 4980","4980"
"http://data.parliament.uk/resources/751824","2017-07-18","Department for International Development","2017-07-13","To ask the Secretary of State for International Development, how many 18 to 25-year-olds took part in the International Citizens Service programme in each of the last five years.","Biography information for Steve McCabe","Steve McCabe","House of Commons Tabled Parliamentary Question 2017/19 4979","4979"
"http://data.parliament.uk/resources/751825","2017-07-18","Ministry of Justice","2017-07-13","To ask the Secretary of State for Justice, how many coroner's offices have been closed in each year since 2010.","Biography information for Graham P Jones","Graham P Jones","House of Commons Tabled Parliamentary Question 2017/19 4855","4855"
