"uri","answer date","answering body","date tabled","question text","tabling member > label","tabling member printed","title","uin"
"http://data.parliament.uk/resources/166245","2014-11-28","HM Treasury","2014-11-26","To ask Mr Chancellor of the Exchequer, what estimate he has made of the amount of funding invested in small and medium-sized enterprises through venture capital trusts in (a) Northern Ireland and (b) the UK in each of the last three years.","Biography information for Lord McCrea of Magherafelt and Cookstown","Dr William McCrea","House of Commons Tabled Parliamentary Question 2014/15 216116","216116"
"http://data.parliament.uk/resources/166246","2014-11-28","HM Treasury","2014-11-26","To ask Mr Chancellor of the Exchequer, how much his Department has spent on take-away food for staff since May 2010.","Biography information for Jonathan Ashworth","Jonathan Ashworth","House of Commons Tabled Parliamentary Question 2014/15 216101","216101"
"http://data.parliament.uk/resources/166247","2014-12-01","HM Treasury","2014-11-26","To ask Mr Chancellor of the Exchequer, what estimate he has made of the tax revenues lost from the use of umbrella companies in the construction industry; and if he will make a statement.","Biography information for Gareth Thomas","Mr Gareth Thomas","House of Commons Tabled Parliamentary Question 2014/15 216034","216034"
"http://data.parliament.uk/resources/166248","2014-11-28","HM Treasury","2014-11-26","To ask Mr Chancellor of the Exchequer, if he will take steps to encourage the European Commission to publish greater details on how much revenue it receives and how that revenue is spent.","Biography information for Nigel Dodds","Mr Nigel Dodds","House of Commons Tabled Parliamentary Question 2014/15 216074","216074"
"http://data.parliament.uk/resources/166249","2014-11-28","HM Treasury","2014-11-26","To ask Mr Chancellor of the Exchequer, what recent assessment he has made of the effect of air passenger duty on tourism in (a) Northern Ireland and (b) the rest of the UK.","Biography information for Lord McCrea of Magherafelt and Cookstown","Dr William McCrea","House of Commons Tabled Parliamentary Question 2014/15 216114","216114"
"http://data.parliament.uk/resources/166250","2014-11-28","HM Treasury","2014-11-26","To ask Mr Chancellor of the Exchequer, what steps he is taking to increase access to bank lending for businesses in Northern Ireland.","Biography information for Lord McCrea of Magherafelt and Cookstown","Dr William McCrea","House of Commons Tabled Parliamentary Question 2014/15 216115","216115"
"http://data.parliament.uk/resources/166251","2014-11-28","HM Treasury","2014-11-26","To ask Mr Chancellor of the Exchequer, what steps he is taking to protect UK businesses from additional paperwork arising from measures by the European Commission to standardise VAT returns.","Biography information for Nigel Dodds","Mr Nigel Dodds","House of Commons Tabled Parliamentary Question 2014/15 216073","216073"
"http://data.parliament.uk/resources/166252","2014-12-01","HM Treasury","2014-11-26","To ask Mr Chancellor of the Exchequer, if he will respond to the letter of 17 November 2014 from the hon. Member for Liverpool, Walton.","Biography information for Steve Rotheram","Steve Rotheram","House of Commons Tabled Parliamentary Question 2014/15 216083","216083"
"http://data.parliament.uk/resources/166253","2014-12-01","HM Treasury","2014-11-26","To ask Mr Chancellor of the Exchequer, how much the Government has spent on advertising campaigns aimed at reducing tax evasion and tax avoidance since 2010.","Biography information for Mr David Lammy","Mr David Lammy","House of Commons Tabled Parliamentary Question 2014/15 216054","216054"
"http://data.parliament.uk/resources/166254","2014-12-01","HM Treasury","2014-11-26","To ask Mr Chancellor of the Exchequer, what estimate he has made of the annual cost to the public purse of tax avoidance and tax evasion.","Biography information for Mr David Lammy","Mr David Lammy","House of Commons Tabled Parliamentary Question 2014/15 216055","216055"
"http://data.parliament.uk/resources/166255","2014-11-28","HM Treasury","2014-11-26","To ask Mr Chancellor of the Exchequer, how much was spent on (a) housing benefit and (b) publicly-funded new homes in each year from 2010.","Biography information for Mr David Lammy","Mr David Lammy","House of Commons Tabled Parliamentary Question 2014/15 216049","216049"
"http://data.parliament.uk/resources/166256","2014-11-28","Department for Business, Innovation and Skills","2014-11-26","To ask the Secretary of State for Business, Innovation and Skills, what steps his Department plans to take to facilitate sustainable recovery in the construction industry.","Biography information for Lord McCrea of Magherafelt and Cookstown","Dr William McCrea","House of Commons Tabled Parliamentary Question 2014/15 216113","216113"
"http://data.parliament.uk/resources/166257","2014-11-28","Department for Communities and Local Government","2014-11-26","To ask the Secretary of State for Communities and Local Government, how much his Department has spent on take-away food for staff since May 2010.","Biography information for Jonathan Ashworth","Jonathan Ashworth","House of Commons Tabled Parliamentary Question 2014/15 216090","216090"
"http://data.parliament.uk/resources/166258","2014-12-01","Department for Communities and Local Government","2014-11-26","To ask the Secretary of State for Communities and Local Government, how many new houses are (a) being built and (b) projected to be built in the next 12 months in Lancaster district.","Biography information for David Morris","David Morris","House of Commons Tabled Parliamentary Question 2014/15 216128","216128"
"http://data.parliament.uk/resources/166259","2014-11-28","Department for Communities and Local Government","2014-11-26","To ask the Secretary of State for Communities and Local Government, how many people have (a) bought a home for the first time and (b) made mortgage applications in Lancaster district since 2010.","Biography information for David Morris","David Morris","House of Commons Tabled Parliamentary Question 2014/15 216103","216103"
"http://data.parliament.uk/resources/166260","2014-12-01","Department for Communities and Local Government","2014-11-26","To ask the Secretary of State for Communities and Local Government, how many people in Lancaster district live in private rented accommodation.","Biography information for David Morris","David Morris","House of Commons Tabled Parliamentary Question 2014/15 216129","216129"
"http://data.parliament.uk/resources/166261","2014-12-01","Department for Communities and Local Government","2014-11-26","To ask the Secretary of State for Communities and Local Government, when his Department plans to publish housing projections for 2012; and what those projections were for (a) Northumberland and (b) Ponteland.","Biography information for Guy Opperman","Guy Opperman","House of Commons Tabled Parliamentary Question 2014/15 216135","216135"
"http://data.parliament.uk/resources/166262","2014-12-01","Department for Communities and Local Government","2014-11-26","To ask the Secretary of State for Communities and Local Government, what recent discussions he has had with Ministers of the Welsh Government on tackling extremism; and what plans he has to meet his counterparts in the devolved administrations to discuss tackling extemism across the UK.","Biography information for Stephen Doughty","Stephen Doughty","House of Commons Tabled Parliamentary Question 2014/15 216130","216130"
"http://data.parliament.uk/resources/166263","2014-12-01","Department for Communities and Local Government","2014-11-26","To ask the Secretary of State for Communities and Local Government, which parliamentary constituencies he has visited in an official capacity in 2014.","Biography information for Andy Sawford","Andy Sawford","House of Commons Tabled Parliamentary Question 2014/15 216176","216176"
"http://data.parliament.uk/resources/166264","2014-11-28","Department for Communities and Local Government","2014-11-26","To ask the Secretary of State for Communities and Local Government, if his Department will publish an analysis of the savings from local authorities' transformational schemes set against the timescales involved.","Biography information for Andy Sawford","Andy Sawford","House of Commons Tabled Parliamentary Question 2014/15 216168","216168"
"http://data.parliament.uk/resources/166265","2014-11-28","Department for Communities and Local Government","2014-11-26","To ask the Secretary of State for Communities and Local Government, if he will publish a real-terms time series of change in individual local authority income since 2010-11.","Biography information for Andy Sawford","Andy Sawford","House of Commons Tabled Parliamentary Question 2014/15 216169","216169"
"http://data.parliament.uk/resources/166266","2014-11-28","Department for Communities and Local Government","2014-11-26","To ask the Secretary of State for Communities and Local Government, if he will discuss with his Ministerial colleagues measures to ensure that, where practical, analysis submitted by other government departments at future spending reviews includes sub-national analysis by individual local authority or local authority type.","Biography information for Andy Sawford","Andy Sawford","House of Commons Tabled Parliamentary Question 2014/15 216170","216170"
"http://data.parliament.uk/resources/166267","2014-12-01","Department for Communities and Local Government","2014-11-26","To ask the Secretary of State for Communities and Local Government, what assessment he has made of the implications for his policies of the findings of the National Audit Office report, Financial sustainability of local authorities, published on 19 November 2014.","Biography information for Andy Sawford","Andy Sawford","House of Commons Tabled Parliamentary Question 2014/15 216230","216230"
"http://data.parliament.uk/resources/166268","2014-11-28","Department for Communities and Local Government","2014-11-26","To ask the Secretary of State for Communities and Local Government, how much his Department has spent on catering and hospitality since May 2010.","Biography information for Jonathan Ashworth","Jonathan Ashworth","House of Commons Tabled Parliamentary Question 2014/15 216181","216181"
"http://data.parliament.uk/resources/166269","2014-11-28","Department for Culture Media and Sport","2014-11-26","To ask the Secretary of State for Culture, Media and Sport, how much his Department has spent on catering and hospitality since May 2010.","Biography information for Jonathan Ashworth","Jonathan Ashworth","House of Commons Tabled Parliamentary Question 2014/15 216182","216182"
"http://data.parliament.uk/resources/166270","2014-11-28","Department for Culture Media and Sport","2014-11-26","To ask the Secretary of State for Culture, Media and Sport, what assessment he has made of the Law Commission's recommendations for reform of the Electronic Communications Code.","Biography information for Daniel Kawczynski","Daniel Kawczynski","House of Commons Tabled Parliamentary Question 2014/15 216207","216207"
"http://data.parliament.uk/resources/166271","2014-11-28","Department for Culture Media and Sport","2014-11-26","To ask the Secretary of State for Culture, Media and Sport, when the Government plans to publish its response to the Law Commission's recommendations for reform of the Electronic Communications Code.","Biography information for Daniel Kawczynski","Daniel Kawczynski","House of Commons Tabled Parliamentary Question 2014/15 216208","216208"
"http://data.parliament.uk/resources/166272","2014-12-01","Department for Culture Media and Sport","2014-11-26","To ask the Secretary of State for Culture, Media and Sport, what support the Government has offered to the Woodland Trust for its tree-planting campaign to commemorate the centenary of the First World War.","Biography information for Mr Gregory Campbell","Mr Gregory Campbell","House of Commons Tabled Parliamentary Question 2014/15 216119","216119"
"http://data.parliament.uk/resources/166273","2014-11-28","Department for Culture Media and Sport","2014-11-26","To ask the Secretary of State for Culture, Media and Sport, how much his Department has spent on take-away food for staff since May 2010.","Biography information for Jonathan Ashworth","Jonathan Ashworth","House of Commons Tabled Parliamentary Question 2014/15 216091","216091"
"http://data.parliament.uk/resources/166274","2014-11-28","Ministry of Defence","2014-11-26","To ask the Secretary of State for Defence, how much his Department has spent on take-away food for staff since May 2010.","Biography information for Jonathan Ashworth","Jonathan Ashworth","House of Commons Tabled Parliamentary Question 2014/15 216092","216092"
"http://data.parliament.uk/resources/166275","2014-11-28","Ministry of Defence","2014-11-26","To ask the Secretary of State for Defence, if he will support the creation of a European Defence Agency common fund to support multi-nation research and capability projects.","Biography information for Angus Robertson","Angus Robertson","House of Commons Tabled Parliamentary Question 2014/15 216080","216080"
"http://data.parliament.uk/resources/166276","2014-11-28","Ministry of Defence","2014-11-26","To ask the Secretary of State for Defence, how many new Ministry of Defence HQ contracts were for under £1 million in 2013-14.","Biography information for Alison Seabeck","Alison Seabeck","House of Commons Tabled Parliamentary Question 2014/15 216070","216070"
"http://data.parliament.uk/resources/166277","2014-11-28","Ministry of Defence","2014-11-26","To ask the Secretary of State for Defence, how many new Ministry of Defence HQ contracts were placed in 2013-14; what the value of those contracts was; how many on the bid basis were (a) competitive and (b) non-competitive contracts.","Biography information for Alison Seabeck","Alison Seabeck","House of Commons Tabled Parliamentary Question 2014/15 216071","216071"
"http://data.parliament.uk/resources/166278","2014-11-28","Ministry of Defence","2014-11-26","To ask the Secretary of State for Defence, what fires have taken place on UK (a) nuclear-powered and (b) nuclear-armed submarines since 3 July 2012; and how many such fires were aboard HMS Talent and HMS Triumph.","Biography information for Angus Robertson","Angus Robertson","House of Commons Tabled Parliamentary Question 2014/15 216078","216078"
"http://data.parliament.uk/resources/166279","2014-11-28","Ministry of Defence","2014-11-26","To ask the Secretary of State for Defence, how many sorties were flown by RAF Reaper Remotely Piloted Air Systems, in Afghanistan in each year since 2008.","Biography information for Angus Robertson","Angus Robertson","House of Commons Tabled Parliamentary Question 2014/15 216079","216079"
"http://data.parliament.uk/resources/166280","2014-12-01","Ministry of Defence","2014-11-26","To ask the Secretary of State for Defence, how many instances of fouling from abandoned or lost fishing gear affecting Royal Navy ships there have been in (a) UK or (b) non-UK waters in the last two years; how many operational days have been lost from (i) ship and (ii) personnel activities as a result of those instances; and what estimate he has made of the cost of the (A) loss of operational activity and (B) repairs as a result of those instances.","Biography information for Stephen Gilbert","Stephen Gilbert","House of Commons Tabled Parliamentary Question 2014/15 216042","216042"
"http://data.parliament.uk/resources/166281","2014-11-28","Ministry of Defence","2014-11-26","To ask the Secretary of State for Defence, how much his Department spent on each type of fuel in 2013-14; and who the suppliers were.","Biography information for Alison Seabeck","Alison Seabeck","House of Commons Tabled Parliamentary Question 2014/15 216072","216072"
"http://data.parliament.uk/resources/166282","2014-11-28","Ministry of Defence","2014-11-26","To ask the Secretary of State for Defence, how much his Department has spent on catering and hospitality since May 2010.","Biography information for Jonathan Ashworth","Jonathan Ashworth","House of Commons Tabled Parliamentary Question 2014/15 216183","216183"
"http://data.parliament.uk/resources/166283","2014-11-28","Department for Education","2014-11-26","To ask the Secretary of State for Education, how much her Department has spent on catering and hospitality since May 2010.","Biography information for Jonathan Ashworth","Jonathan Ashworth","House of Commons Tabled Parliamentary Question 2014/15 216184","216184"
"http://data.parliament.uk/resources/166284","2014-12-01","Department for Education","2014-11-26","To ask the Secretary of State for Education, for what reason there is a 15-day turnaround period for her private office to respond to urgent requests from hon. Members for a meeting with her.","Biography information for Rosie Cooper","Rosie Cooper","House of Commons Tabled Parliamentary Question 2014/15 216224","216224"
"http://data.parliament.uk/resources/166285","2014-12-01","Department for Education","2014-11-26","To ask the Secretary of State for Education, how many (a) schools and (b) academies have established sixth forms since January 2014; and how much (i) revenue and (ii) capital funding has been allocated to those sixth forms.","Biography information for Kelvin Hopkins","Kelvin Hopkins","House of Commons Tabled Parliamentary Question 2014/15 216125","216125"
"http://data.parliament.uk/resources/166286","2014-12-01","Department for Education","2014-11-26","To ask the Secretary of State for Education, how much (a) start-up, (b) revenue and (c) capital funding has been allocated to 16 to 19 academies and free schools that have opened since January 2014.","Biography information for Kelvin Hopkins","Kelvin Hopkins","House of Commons Tabled Parliamentary Question 2014/15 216126","216126"
