"uri","answer date","answering body","date tabled","question text","tabling member > label","tabling member printed","title","uin"
"http://data.parliament.uk/resources/458932","2016-03-11","Home Office","2016-03-09","To ask the Secretary of State for the Home Department, how much of the £10 million allocated to the National Crime Agency to address child sexual exploitation is applied to investigations of historic child sexual abuse.","Biography information for Ruth Smeeth","Ruth Smeeth","House of Commons Tabled Parliamentary Question 2015/16 30500","30500"
"http://data.parliament.uk/resources/458933","2016-03-11","Home Office","2016-03-09","To ask the Secretary of State for the Home Department, which police forces in England have had investigative assistance from the National Crime Agency.","Biography information for Ruth Smeeth","Ruth Smeeth","House of Commons Tabled Parliamentary Question 2015/16 30501","30501"
"http://data.parliament.uk/resources/458934","2016-03-11","Home Office","2016-03-09","To ask the Secretary of State for the Home Department, which commands in the National Crime Agency have worked on child sexual abuse cases in the last two years.","Biography information for Ruth Smeeth","Ruth Smeeth","House of Commons Tabled Parliamentary Question 2015/16 30502","30502"
"http://data.parliament.uk/resources/458935","2016-03-11","Department for International Development","2016-03-09","To ask the Secretary of State for International Development, how her Department plans to increase its engagement with people with disabilities and representative organisations in its priority countries.","Biography information for Mike Kane","Mike Kane","House of Commons Tabled Parliamentary Question 2015/16 30430","30430"
"http://data.parliament.uk/resources/458936","2016-03-11","Department for International Development","2016-03-09","To ask the Secretary of State for International Development, how her Department plans to review work under the Disability Framework and report its outcomes in 2018.","Biography information for Mike Kane","Mike Kane","House of Commons Tabled Parliamentary Question 2015/16 30431","30431"
"http://data.parliament.uk/resources/458937","2016-03-11","Department for International Development","2016-03-09","To ask the Secretary of State for International Development, how her Department plans to implement its Disability Framework.","Biography information for Mike Kane","Mike Kane","House of Commons Tabled Parliamentary Question 2015/16 30432","30432"
"http://data.parliament.uk/resources/458938","2016-03-14","Ministry of Justice","2016-03-09","To ask the Secretary of State for Justice, if he will conduct an urgent review of the Legal Aid Agency's decision to refuse a request to fund a civil case into the Hyde Park bombing.","Biography information for Gavin Robinson","Gavin Robinson","House of Commons Tabled Parliamentary Question 2015/16 30414","30414"
"http://data.parliament.uk/resources/458939","2016-03-11","Ministry of Justice","2016-03-09","To ask the Secretary of State for Justice, in (a) how many and (b) what proportion of cases of 16 and 17 year olds being convicted of committing a second knife offence the perpetrator received the mandatory four months Detention and Training Order during the quarter ending 31 December 2015.","Biography information for Philip Davies","Philip Davies","House of Commons Tabled Parliamentary Question 2015/16 30392","30392"
"http://data.parliament.uk/resources/458940","2016-03-11","Ministry of Justice","2016-03-09","To ask the Secretary of State for Justice, what assessment he has made of the effectiveness of the MedCo Portal in tracking whiplash claims.","Biography information for Andrew Stephenson","Andrew Stephenson","House of Commons Tabled Parliamentary Question 2015/16 30505","30505"
"http://data.parliament.uk/resources/458941","2016-03-11","Department for Transport","2016-03-09","To ask the Secretary of State for Transport, pursuant to the Answer of 25 February 2016 to Question 26735, how many schemes he expects to be funded (a) by the Local Sustainable Transport Fund in 2015-16, (b) during the Sustainable Travel Transition Year in 2016-17 and (c) by the Access Fund in 2017-18.","Biography information for Daniel Zeichner","Daniel Zeichner","House of Commons Tabled Parliamentary Question 2015/16 30398","30398"
"http://data.parliament.uk/resources/458942","2016-03-11","Department for Transport","2016-03-09","To ask the Secretary of State for Transport, pursuant to the Answer of 2 February 2016 to Question 24092, what steps his Department is taking to tackle regional differences in cycling funding across England and for the (a) East Midlands, (b) North East and (c) East of England.","Biography information for Daniel Zeichner","Daniel Zeichner","House of Commons Tabled Parliamentary Question 2015/16 30399","30399"
"http://data.parliament.uk/resources/458943","2016-03-11","Department for Transport","2016-03-09","To ask the Secretary of State for Transport, if he will assess the effect of the introduction of 20 miles per hour speed limits in residential areas on the number of accidents.","Biography information for Royston Smith","Royston Smith","House of Commons Tabled Parliamentary Question 2015/16 30403","30403"
"http://data.parliament.uk/resources/458944","2016-03-11","Department for Transport","2016-03-09","To ask the Secretary of State for Transport, if he will assess the effect of the introduction of 20 miles per hour speed limits in town centres on congestion.","Biography information for Royston Smith","Royston Smith","House of Commons Tabled Parliamentary Question 2015/16 30404","30404"
"http://data.parliament.uk/resources/458945","2016-03-11","Department for Transport","2016-03-09","To ask the Secretary of State for Transport, if he will assess the effect of the introduction of 20 miles per hour speed limits in (a) town centres and (b) residential areas on pollution.","Biography information for Royston Smith","Royston Smith","House of Commons Tabled Parliamentary Question 2015/16 30405","30405"
"http://data.parliament.uk/resources/458946","2016-03-14","Department for Transport","2016-03-09","To ask the Secretary of State for Transport, what steps he plans to take to assist the West Midlands Police and Crime Commissioner to establish which lessons Highways England, West Midlands Police and the relevant local highways authorities can learn following the incident on the M6 motorway between junctions five and six on 4 February 2016 and the resulting delays in reopening the motorway.","Biography information for Liam Byrne","Liam Byrne","House of Commons Tabled Parliamentary Question 2015/16 30424","30424"
"http://data.parliament.uk/resources/458947","2016-03-14","Department for Transport","2016-03-09","To ask the Secretary of State for Transport, what steps he is taking to ensure participation of representatives from Highways England with any public scrutiny held into the incident on the M6 motorway between junctions five and six on 4 February 2016 by the West Midlands Police and Crime Commissioner.","Biography information for Liam Byrne","Liam Byrne","House of Commons Tabled Parliamentary Question 2015/16 30425","30425"
"http://data.parliament.uk/resources/458948","2016-03-15","Department for Transport","2016-03-09","To ask the Secretary of State for Transport, with reference to The Northern Transport Strategy: Spring 2016 Report, published on 7 March 2016, how many road projects in (a) Ellesmere Port and Neston constituency, (b) Cheshire West and Chester borough, (c) the Cheshire and Warrington LEP area and (d) the area of the Northern Powerhouse are included in the investment programme.","Biography information for Justin Madders","Justin Madders","House of Commons Tabled Parliamentary Question 2015/16 30473","30473"
"http://data.parliament.uk/resources/458949","2016-03-15","Department for Transport","2016-03-09","To ask the Secretary of State for Transport, with reference to The Northern Transport Strategy: Spring 2016 Report, published on 7 March 2016, how many rail projects in (a) Ellesmere Port and Neston constituency, (b) Cheshire West and Chester borough, (c) the Cheshire and Warrington LEP area and (d) the area of the Northern Powerhouse are included in the investment programme.","Biography information for Justin Madders","Justin Madders","House of Commons Tabled Parliamentary Question 2015/16 30474","30474"
"http://data.parliament.uk/resources/458950","2016-03-14","Department for Transport","2016-03-09","To ask the Secretary of State for Transport, what advice his Department has issued to travel companies in relation to the provision of flights to Sharm el-Sheikh; and when he expects those flights to resume.","Biography information for Diana Johnson","Diana Johnson","House of Commons Tabled Parliamentary Question 2015/16 30458","30458"
"http://data.parliament.uk/resources/458951","2016-03-15","Department for Transport","2016-03-09","To ask the Secretary of State for Transport, with reference to The Northern Transport Strategy: Spring 2016 Report, published on 7 March 2016, what assessment he has made of the economic benefit of that strategy to Ellesmere Port and Neston constituency.","Biography information for Justin Madders","Justin Madders","House of Commons Tabled Parliamentary Question 2015/16 30475","30475"
"http://data.parliament.uk/resources/458952","2016-03-15","Department for Transport","2016-03-09","To ask the Secretary of State for Transport, with reference to The Northern Transport Strategy: Spring 2016 Report, published on 7 March 2016, what estimate his Department has made of public sector investment per capita in (a) Ellesmere Port and Neston constituency, (b) Cheshire West and Chester borough, (c) the Cheshire and Warrington LEP area and (d) the area of the Northern Powerhouse.","Biography information for Justin Madders","Justin Madders","House of Commons Tabled Parliamentary Question 2015/16 30476","30476"
"http://data.parliament.uk/resources/458953","2016-03-11","Ministry of Justice","2016-03-09","To ask the Secretary of State for Justice, what estimate he has made of the number of crash for cash accidents since the implementation of the whiplash reform programme.","Biography information for Andrew Stephenson","Andrew Stephenson","House of Commons Tabled Parliamentary Question 2015/16 30504","30504"
"http://data.parliament.uk/resources/458954","2016-03-17","Department for Transport","2016-03-09","To ask the Secretary of State for Transport, what steps he plans to take to safeguard aircraft pilots from potential impairment resulting from the misuse of laser pens.","Biography information for Sir Greg Knight","Sir Greg Knight","House of Commons Tabled Parliamentary Question 2015/16 30478","30478"
"http://data.parliament.uk/resources/458955","2016-03-14","HM Treasury","2016-03-09","To ask Mr Chancellor of the Exchequer, with reference to HM Treasury's press release of 1 March 2016, on Government one step closer to introducing new State Pension this year, whether an equality impact assessment was carried out before this decision was taken to price protect the Guaranteed Minimum Pension of public sector workers.","Biography information for Angela Rayner","Angela Rayner","House of Commons Tabled Parliamentary Question 2015/16 30459","30459"
"http://data.parliament.uk/resources/458956","2016-03-14","HM Treasury","2016-03-09","To ask Mr Chancellor of the Exchequer, with reference to HM Treasury's press release of 1 March 2016, on Government one step closer to introducing new State Pension this year, if he will hold a public consultation on his Department's proposals for pension provision to those people who will reach state pension age after December 2018.","Biography information for Angela Rayner","Angela Rayner","House of Commons Tabled Parliamentary Question 2015/16 30460","30460"
"http://data.parliament.uk/resources/458957","2016-03-14","Department for Work and Pensions","2016-03-09","To ask the Secretary of State for Work and Pensions, what assessment he has made of the effect of abolition of attendance allowance on people living in rural communities.","Biography information for Sue Hayman","Sue Hayman","House of Commons Tabled Parliamentary Question 2015/16 30462","30462"
"http://data.parliament.uk/resources/458958","2016-03-14","Department for Work and Pensions","2016-03-09","To ask the Secretary of State for Work and Pensions, whether there will be transitional protection for current claimants of the work-related activity component of employment and support allowance who will be naturally migrated onto universal credit.","Biography information for Owen Smith","Owen Smith","House of Commons Tabled Parliamentary Question 2015/16 30463","30463"
"http://data.parliament.uk/resources/458959","2016-03-14","Department for Work and Pensions","2016-03-09","To ask the Secretary of State for Work and Pensions, what estimate his Department has made of the (a) number and (b) proportion of children in each age group that will be in households in receipt of universal credit once it is fully introduced.","Biography information for Nick Thomas-Symonds","Nick Thomas-Symonds","House of Commons Tabled Parliamentary Question 2015/16 30466","30466"
"http://data.parliament.uk/resources/458960","2016-03-11","Department for Work and Pensions","2016-03-09","To ask the Secretary of State for Work and Pensions, what estimate he has made of the amount his Department has spent on re-assessing incapacity benefit claimants who successfully appeal against a finding of non-qualification in each year since 2010.","Biography information for Toby Perkins","Toby Perkins","House of Commons Tabled Parliamentary Question 2015/16 30433","30433"
"http://data.parliament.uk/resources/458961","2016-03-14","Department for Work and Pensions","2016-03-09","To ask the Secretary of State for Work and Pensions, what estimate his Department has made of the number of current claimants of the work-related activity component of employment and support allowance who will be naturally migrated onto universal credit in (a) 2017-18, (b) 2018-19 and (c) 2019-20.","Biography information for Owen Smith","Owen Smith","House of Commons Tabled Parliamentary Question 2015/16 30464","30464"
"http://data.parliament.uk/resources/458963","2016-03-11","Attorney General","2016-03-09","To ask the Attorney General, how much security guards in the Law Officers' Departments are paid.","Biography information for Catherine West","Catherine West","House of Commons Tabled Parliamentary Question 2015/16 30579","30579"
