"uri","answer date","answering body","date tabled","question text","tabling member > label","tabling member printed","title","uin"
"http://data.parliament.uk/resources/828247","2018-01-24","Department for Education","2018-01-22","To ask the Secretary of State for Education, what estimate he has made of the proportion of (a) primary and (b) secondary age children in (i) Cornwall and (ii) North Cornwall who attend a school rated (A) outstanding and (B) good by Ofsted.","Biography information for Scott Mann","Scott Mann","House of Commons Tabled Parliamentary Question 2017/19 124207","124207"
"http://data.parliament.uk/resources/828248","2018-01-24","Department of Health and Social Care","2018-01-22","To ask the Secretary of State for Health and Social Care, how many (a) crutches, (b) walking frames, (c) wheelchairs and (d) similar items are recycled for use by more than one patient.","Biography information for Scott Mann","Scott Mann","House of Commons Tabled Parliamentary Question 2017/19 124208","124208"
"http://data.parliament.uk/resources/828249","2018-01-24","Department for Environment, Food and Rural Affairs","2018-01-22","To ask the Secretary of State for Environment, Food and Rural Affairs, what estimate his Department has made of the amount of food waste which went into landfill (a) nationally and (b) in Cornwall in each of the last three years.","Biography information for Scott Mann","Scott Mann","House of Commons Tabled Parliamentary Question 2017/19 124209","124209"
"http://data.parliament.uk/resources/828250","2018-01-25","Department for Education","2018-01-22","To ask the Secretary of State for Education, what the implications are for his Department's policies on the early years workforce of findings from the Nursery World and Save the Children survey on training and employing early years teachers, published on 22 January 2018.","Biography information for Tracy Brabin","Tracy Brabin","House of Commons Tabled Parliamentary Question 2017/19 124210","124210"
"http://data.parliament.uk/resources/828251","2018-01-25","Department for Education","2018-01-22","To ask the Secretary of State for Education, pursuant to the Answer of 19 January 2018 to Question 123170, on what date the recruitment target for such teachers was dropped.","Biography information for Tracy Brabin","Tracy Brabin","House of Commons Tabled Parliamentary Question 2017/19 124211","124211"
"http://data.parliament.uk/resources/828252","2018-01-25","Department for Education","2018-01-22","To ask the Secretary of State for Education, pursuant to the Answer of 19 January 2018 to Question 123193, which (a) local authorities and (b) academy trusts have contracts with Carillion for school support services; and for each such school what the type of service provided is.","Biography information for Stephanie Peacock","Stephanie Peacock","House of Commons Tabled Parliamentary Question 2017/19 124212","124212"
"http://data.parliament.uk/resources/828253","2018-01-24","Foreign and Commonwealth Office","2018-01-22","To ask the Secretary of State for Foreign and Commonwealth Affairs, whether he plans to meet President Weah of Liberia; and if he will make a statement.","Biography information for Hugh Gaffney","Hugh Gaffney","House of Commons Tabled Parliamentary Question 2017/19 124213","124213"
"http://data.parliament.uk/resources/828254","2018-01-24","Department for Education","2018-01-22","To ask the Secretary of State for Education, what information his Department holds on schools in the Barnsley local authority area which hold contracts with Carillion.","Biography information for Stephanie Peacock","Stephanie Peacock","House of Commons Tabled Parliamentary Question 2017/19 124214","124214"
"http://data.parliament.uk/resources/828255","2018-01-25","Department for Work and Pensions","2018-01-22","To ask the Secretary of State for Work and Pensions, how many work coaches in each job centre have received mental health training.","Biography information for Dan Jarvis","Dan Jarvis","House of Commons Tabled Parliamentary Question 2017/19 124215","124215"
"http://data.parliament.uk/resources/828256","2018-01-24","Department for Environment, Food and Rural Affairs","2018-01-22","To ask the Secretary of State for Environment, Food and Rural Affairs, what steps he is taking to support work to re-home stray and abandoned dogs.","Biography information for Hugh Gaffney","Hugh Gaffney","House of Commons Tabled Parliamentary Question 2017/19 124216","124216"
"http://data.parliament.uk/resources/828257","2018-01-25","Department for Education","2018-01-22","To ask the Secretary of State for Education, whether he has ministerial responsibility for the Social Mobility Commission.","Biography information for Stephanie Peacock","Stephanie Peacock","House of Commons Tabled Parliamentary Question 2017/19 124217","124217"
"http://data.parliament.uk/resources/828258","2018-01-25","Department for Transport","2018-01-22","To ask the Secretary of State for Transport, whether his Department made an assessment of the viability of Carillion to deliver on its contractual responsibilities and remain solvent prior to awarding the company a High Speed Two contract in July 2017; and if he will make a statement.","Biography information for Andy McDonald","Andy McDonald","House of Commons Tabled Parliamentary Question 2017/19 124218","124218"
"http://data.parliament.uk/resources/828259","2018-01-25","Department for Environment, Food and Rural Affairs","2018-01-22","To ask the Secretary of State for Environment, Food and Rural Affairs, if he will make it his policy to make failure to abide by the Code of Practice for the Welfare of Horses, Ponies, Donkeys and their hybrids a criminal offence.","Biography information for Dan Jarvis","Dan Jarvis","House of Commons Tabled Parliamentary Question 2017/19 124219","124219"
"http://data.parliament.uk/resources/828260","2018-01-24","Department for Transport","2018-01-22","To ask the Secretary of State for Transport, whether his Department has made an assessment of the potential merits of the use of a cooperative model of ownership for bus services.","Biography information for Dan Jarvis","Dan Jarvis","House of Commons Tabled Parliamentary Question 2017/19 124220","124220"
"http://data.parliament.uk/resources/828261","2018-01-25","Department for Business, Energy and Industrial Strategy","2018-01-22","To ask the Secretary of State for Business, Energy and Industrial Strategy, what assessment his Department has made of the potential merits of the use of a cooperative model of ownership for gas and water providers.","Biography information for Dan Jarvis","Dan Jarvis","House of Commons Tabled Parliamentary Question 2017/19 124221","124221"
"http://data.parliament.uk/resources/828262","2018-01-24","HM Treasury","2018-01-22","To ask Mr Chancellor of the Exchequer, pursuant to the Answer of 22 January 2018 to Question 122491, what assessment his Department has made of the contribution of European Investment Bank funding to the UK's green industry.","Biography information for Mary Creagh","Mary Creagh","House of Commons Tabled Parliamentary Question 2017/19 124222","124222"
"http://data.parliament.uk/resources/828263","2018-01-24","Department for International Development","2018-01-22","To ask the Secretary of State for International Development, what steps she is taking to ensure that the work of UK-based humanitarian NGOs is not adversely affected by the UK leaving the EU.","Biography information for Hilary Benn","Hilary Benn","House of Commons Tabled Parliamentary Question 2017/19 124223","124223"
