"uri","answer date","answering body","date tabled","question text","tabling member > label","tabling member printed","title","uin"
"http://data.parliament.uk/resources/922049","2018-06-14","Home Office","2018-06-11","To ask the Secretary of State for the Home Department, what the timetable is for his Department to respond to it's consultation on the draft Domestic Violence and Abuse Bill; and what the timetable is for further steps to be taken in relation to that Bill.","Biography information for Diana Johnson","Diana Johnson","House of Commons Tabled Parliamentary Question 2017/19 152095","152095"
"http://data.parliament.uk/resources/922050","2018-06-14","Department for Education","2018-06-11","To ask the Secretary of State for Education, how many staff in his department are currently working on the consultation into the future of children's centres.","Biography information for Tracy Brabin","Tracy Brabin","House of Commons Tabled Parliamentary Question 2017/19 152262","152262"
"http://data.parliament.uk/resources/922051","2018-06-14","Department for Education","2018-06-11","To ask the Secretary of State for Education, how many staff in his Department are working in the early years policy sector.","Biography information for Tracy Brabin","Tracy Brabin","House of Commons Tabled Parliamentary Question 2017/19 152263","152263"
"http://data.parliament.uk/resources/922052","2018-06-14","Ministry of Defence","2018-06-11","To ask the Secretary of State for Defence, pursuant to the Answer on 1 June 2018 to Question 134413, on Army Recruitment, if he will update the spreadsheet detailing paid advertisements on Facebook between 2015 and 2017 to include the target cities and regions for each advertisement where such locations were specified.","Biography information for Liz Saville Roberts","Liz Saville Roberts","House of Commons Tabled Parliamentary Question 2017/19 152260","152260"
"http://data.parliament.uk/resources/922053","2018-06-14","Department for Education","2018-06-11","To ask the Secretary of State for Education, whether students who complete the early years T-level will be licensed to practise within early years settings.","Biography information for Tracy Brabin","Tracy Brabin","House of Commons Tabled Parliamentary Question 2017/19 152264","152264"
"http://data.parliament.uk/resources/922054","2018-06-14","Department for Education","2018-06-11","To ask the Secretary of State for Education, whether students who have completed the early years T-level will count towards an early years setting's Level 3 ratio when employed by that setting.","Biography information for Tracy Brabin","Tracy Brabin","House of Commons Tabled Parliamentary Question 2017/19 152265","152265"
"http://data.parliament.uk/resources/922055","2018-06-13","Department for Business, Energy and Industrial Strategy","2018-06-11","To ask the Secretary of State for Business, Energy and Industrial Strategy, what estimate he has made of the number of agency workers who are on pay between assignment contracts in Wales.","Biography information for Nick Thomas-Symonds","Nick Thomas-Symonds","House of Commons Tabled Parliamentary Question 2017/19 152245","152245"
"http://data.parliament.uk/resources/922056","2018-06-13","Ministry of Defence","2018-06-11","To ask the Secretary of State for Defence, if he will launch an inquiry into the circumstances that led to the death of a serving member of the UK armed forces in Syria on 29 March 2018; and if he will make a statement.","Biography information for Martin Docherty-Hughes","Martin Docherty-Hughes","House of Commons Tabled Parliamentary Question 2017/19 152198","152198"
"http://data.parliament.uk/resources/922057","2018-06-13","Ministry of Defence","2018-06-11","To ask the Secretary of State for Defence, if he will make an assessment of the potential merits of introducing greater transparency on the deployments of British soldiers embedded with partner forces following the death of a serving member of the Armed Forces in Syria on Thursday 29 March, 2018; and if he will make a statement.","Biography information for Martin Docherty-Hughes","Martin Docherty-Hughes","House of Commons Tabled Parliamentary Question 2017/19 152199","152199"
"http://data.parliament.uk/resources/922058","2018-06-13","Ministry of Defence","2018-06-11","To ask the Secretary of State for Defence, how many UK armed forces personnel are embedded with partner forces; and if he will make a statement.","Biography information for Martin Docherty-Hughes","Martin Docherty-Hughes","House of Commons Tabled Parliamentary Question 2017/19 152200","152200"
"http://data.parliament.uk/resources/922059","2018-06-13","Ministry of Defence","2018-06-11","To ask the Secretary of State for Defence, what training was provided for Tornado crew members in the operation and control of the GQ 5000 parachute prior to the collision of two Tornado aircraft over the Moray Firth in July 2012.","Biography information for Martin Docherty-Hughes","Martin Docherty-Hughes","House of Commons Tabled Parliamentary Question 2017/19 152201","152201"
"http://data.parliament.uk/resources/922060","2018-06-13","Department for Business, Energy and Industrial Strategy","2018-06-11","To ask the Secretary of State for Business, Energy and Industrial Strategy, if he will make an assessment of the potential increase in the manufacturing of non-degradable plastics from an increase in fracking in the UK.","Biography information for Louise Haigh","Louise Haigh","House of Commons Tabled Parliamentary Question 2017/19 152236","152236"
"http://data.parliament.uk/resources/922061","2018-06-13","Foreign and Commonwealth Office","2018-06-11","To ask the Secretary of State for Foreign and Commonwealth Affairs, what discussions he has had with his German counterpart on compensation for Thalidomide victims from the German Government.","Biography information for Royston Smith","Royston Smith","House of Commons Tabled Parliamentary Question 2017/19 152239","152239"
"http://data.parliament.uk/resources/922062","2018-06-13","Ministry of Defence","2018-06-11","To ask the Secretary of State for Defence, whether his Department has made a recent assessment of the potential merits of issuing a medal to UK nuclear test veterans; and if he will make a statement.","Biography information for Royston Smith","Royston Smith","House of Commons Tabled Parliamentary Question 2017/19 152240","152240"
"http://data.parliament.uk/resources/922063","2018-06-13","Department for Environment, Food and Rural Affairs","2018-06-11","To ask the Secretary of State for Environment, Food and Rural Affairs, whether he has made an assessment of whether there is a link between fracking and the production of non-degradable plastics.","Biography information for Louise Haigh","Louise Haigh","House of Commons Tabled Parliamentary Question 2017/19 152237","152237"
"http://data.parliament.uk/resources/922064","2018-06-13","Ministry of Defence","2018-06-11","To ask the Secretary of State for Defence, what support his Department (a) has provided and (b) is providing to nuclear test veterans.","Biography information for Royston Smith","Royston Smith","House of Commons Tabled Parliamentary Question 2017/19 152241","152241"
"http://data.parliament.uk/resources/922065","2018-06-14","Home Office","2018-06-11","To ask the Secretary of State for the Home Department, what the timetable is for his Department to respond to it's consultation on the draft Domestic Violence and Abuse Bill; and what the timetable is for further steps to be taken in relation to that Bill.","Biography information for Jo Swinson","Jo Swinson","House of Commons Tabled Parliamentary Question 2017/19 152089","152089"
"http://data.parliament.uk/resources/922066","2018-06-13","Ministry of Defence","2018-06-11","To ask the Secretary of State for Defence, what information his Department holds on the number of UK nuclear test veterans who are still alive.","Biography information for Royston Smith","Royston Smith","House of Commons Tabled Parliamentary Question 2017/19 152242","152242"
