"uri","answer date","answering body","date tabled","question text","tabling member > label","tabling member printed","title","uin"
"http://data.parliament.uk/resources/872265","2018-03-28","Ministry of Justice","2018-03-26","To ask the Secretary of State for Justice, if he will publish the number of discrimination cases relating to disfigurement brought under the Equality Act 2010 since 2010.","Biography information for Tulip Siddiq","Tulip Siddiq","House of Commons Tabled Parliamentary Question 2017/19 134179","134179"
"http://data.parliament.uk/resources/872266","2018-03-28","Women and Equalities","2018-03-26","To ask the Secretary of State for Women and Equalities, what steps she is taking to promote the protections enshrined in the Equality Act 2010 for people who experience discrimination as a result of facial (a) differences and (b) disfigurement.","Biography information for Tulip Siddiq","Tulip Siddiq","House of Commons Tabled Parliamentary Question 2017/19 134180","134180"
"http://data.parliament.uk/resources/872267","2018-03-29","Treasury","2018-03-26","To ask Mr Chancellor of the Exchequer, how many staff are employed by HMRC in each region; and how many staff will be employed in each HMRC regional hub when those hubs are fully operational.","Biography information for Deidre Brock","Deidre Brock","House of Commons Tabled Parliamentary Question 2017/19 134181","134181"
"http://data.parliament.uk/resources/872268","2018-03-29","Foreign and Commonwealth Office","2018-03-26","To ask the Secretary of State for Foreign and Commonwealth Affairs, what discussions he had with the Crown Prince of Saudi Arabia during his visit to the UK  on the protection of civilians in Yemen from the Saudi-led bombing campaign in that country.","Biography information for Mr Paul Sweeney","Mr Paul Sweeney","House of Commons Tabled Parliamentary Question 2017/19 134182","134182"
"http://data.parliament.uk/resources/872269","2018-03-29","Foreign and Commonwealth Office","2018-03-26","To ask the Secretary of State for Foreign and Commonwealth Affairs, what discussions he had with the Crown Prince of Saudi Arabia during his visit to the UK on the human rights situation in that country.","Biography information for Mr Paul Sweeney","Mr Paul Sweeney","House of Commons Tabled Parliamentary Question 2017/19 134183","134183"
"http://data.parliament.uk/resources/872270","2018-03-29","Department of Health and Social Care","2018-03-26","To ask the Secretary of State for Health and Social Care, how many (a) adults and (b) children and young people within the Sunderland Clinical Commissioning Group were sent out of area to receive mental health treatment in 2016-17.","Biography information for Bridget Phillipson","Bridget Phillipson","House of Commons Tabled Parliamentary Question 2017/19 134184","134184"
"http://data.parliament.uk/resources/872271","2018-03-29","Department for Business, Energy and Industrial Strategy","2018-03-26","To ask the Secretary of State for Business, Energy and Industrial Strategy, what steps his Department is taking to bring forward legislative proposals on an energy price cap by next winter.","Biography information for Mr Paul Sweeney","Mr Paul Sweeney","House of Commons Tabled Parliamentary Question 2017/19 134185","134185"
"http://data.parliament.uk/resources/872272","2018-03-28","Department of Health and Social Care","2018-03-26","To ask the Secretary of State for Health and Social Care, what assessment he has made of the availability of treatments for patients diagnosed with Refractory B-cell Acute Lymphoblastic Leukaemia.","Biography information for Henry Smith","Henry Smith","House of Commons Tabled Parliamentary Question 2017/19 134186","134186"
"http://data.parliament.uk/resources/872273","2018-03-28","Department of Health and Social Care","2018-03-26","To ask the Secretary of State for Health and Social Care, how many and what proportion of patients with Refractory B-cell Acute Lymphoblastic Leukaemia have been unable to access treatments for that condition.","Biography information for Henry Smith","Henry Smith","House of Commons Tabled Parliamentary Question 2017/19 134187","134187"
"http://data.parliament.uk/resources/872274","2018-03-28","Department of Health and Social Care","2018-03-26","To ask the Secretary of State for Health and Social Care, what recent assessment he has made of the effectiveness of NICE appraisals for new treatments for rare (a) diseases and (b) cancers.","Biography information for Henry Smith","Henry Smith","House of Commons Tabled Parliamentary Question 2017/19 134188","134188"
