"uri","answer date","answering body","date tabled","question text","tabling member > label","tabling member printed","title","uin"
"http://data.parliament.uk/resources/229316","2015-03-24","Deputy Prime Minister","2015-03-18","To ask the Deputy Prime Minister, which of the political and constitutional reform proposals in the Coalition Agreement remain unimplemented.","Biography information for Paul Flynn","Paul Flynn","House of Commons Tabled Parliamentary Question 2014/15 908260","908260"
"http://data.parliament.uk/resources/229317","2015-03-24","Deputy Prime Minister","2015-03-18","To ask the Deputy Prime Minister, what assessment he has made of the effectiveness of the implementation of Shropshire's Growth Deal.","Biography information for Daniel Kawczynski","Daniel Kawczynski","House of Commons Tabled Parliamentary Question 2014/15 908262","908262"
"http://data.parliament.uk/resources/229318","2015-03-24","Deputy Prime Minister","2015-03-18","To ask the Deputy Prime Minister, what assessment he has made of the effectiveness of the mechanisms for co-ordination of policy in the coalition.","Biography information for Lord Beith","Sir Alan Beith","House of Commons Tabled Parliamentary Question 2014/15 908266","908266"
"http://data.parliament.uk/resources/229319","2015-03-24","Deputy Prime Minister","2015-03-18","To ask the Deputy Prime Minister, what progress he has made on implementing local growth deals.","Biography information for Mr David Ward","Mr David Ward","House of Commons Tabled Parliamentary Question 2014/15 908258","908258"
"http://data.parliament.uk/resources/229320","2015-03-24","Deputy Prime Minister","2015-03-18","To ask the Deputy Prime Minister, what the Government's policy is on online voting.","Biography information for Nic Dakin","Nic Dakin","House of Commons Tabled Parliamentary Question 2014/15 908265","908265"
"http://data.parliament.uk/resources/227685","2015-03-19","Attorney General","2015-03-17","To ask the Attorney General, which news applications staff in the Law Officers Departments are authorised to download and use on their work-provided phones and tablets.","Biography information for Philip Davies","Philip Davies","House of Commons Tabled Parliamentary Question 2014/15 227817","227817"
"http://data.parliament.uk/resources/227686","2015-03-19","Attorney General","2015-03-17","To ask the Attorney General, how many and what proportion of employees in the Law Officers Departments identify as (a) white or white British, (b) Asian or Asian British, (c) Black or Black British, (d) mixed or multiple ethnic group and (e) another ethnicity.","Biography information for Gloria De Piero","Gloria De Piero","House of Commons Tabled Parliamentary Question 2014/15 227952","227952"
"http://data.parliament.uk/resources/227687","2015-03-20","Department for Business, Innovation and Skills","2015-03-17","To ask the Secretary of State for Business, Innovation and Skills, what assessment he has made of the merits of siting the new Energy Systems Catapult project in Devon, Cornwall or Somerset.","Biography information for Mr Ben Bradshaw","Mr Ben Bradshaw","House of Commons Tabled Parliamentary Question 2014/15 227988","227988"
"http://data.parliament.uk/resources/227688","2015-03-20","Cabinet Office","2015-03-17","To ask the Minister for the Cabinet Office, (a) how many people and (b) what proportion of the workforce were employed on zero hours contracts in (i) York Central constituency, (ii) City of York local authority area, (iii) England and (iv) the UK in 2010 and each subsequent year; and what the average number of hours worked each week by such people was in each such year.","Biography information for Sir Hugh Bayley","Sir Hugh Bayley","House of Commons Tabled Parliamentary Question 2014/15 227990","227990"
"http://data.parliament.uk/resources/227689","2015-03-19","Department for Business, Innovation and Skills","2015-03-17","To ask the Secretary of State for Business, Innovation and Skills, how many and what proportion of employees in his Department identify as (a) white or white British, (b) Asian or Asian British, (c) Black or Black British, (d) mixed or multiple ethnic group and (e) another ethnicity.","Biography information for Gloria De Piero","Gloria De Piero","House of Commons Tabled Parliamentary Question 2014/15 227951","227951"
"http://data.parliament.uk/resources/227690","2015-03-23","Ministry of Justice","2015-03-17","To ask the Secretary of State for Justice, what his policy is on protecting safe harbour provisions and online service providers.","Biography information for Mike Weatherley","Mike Weatherley","House of Commons Tabled Parliamentary Question 2014/15 227844","227844"
"http://data.parliament.uk/resources/227691","2015-03-24","Department for Business, Innovation and Skills","2015-03-17","To ask the Secretary of State for Business, Innovation and Skills, if he will bring into force the provision contained in the Easter Act 1928 to fix the date of Easter; and if he will make a statement.","Biography information for Sir Greg Knight","Sir Greg Knight","House of Commons Tabled Parliamentary Question 2014/15 227857","227857"
"http://data.parliament.uk/resources/227692","2015-03-23","Department for Business, Innovation and Skills","2015-03-17","To ask the Secretary of State for Business, Innovation and Skills, with reference to the Skills Funding Letter 2015 to 2016, if he will make an assessment of the potential effects of the change in adult skills funding between 2014-15 and 2015-16 on (a) students and (b) colleges in Hackney South and Shoreditch constituency.","Biography information for Meg Hillier","Meg Hillier","House of Commons Tabled Parliamentary Question 2014/15 227859","227859"
"http://data.parliament.uk/resources/227693","2015-03-23","Department for Business, Innovation and Skills","2015-03-17","To ask the Secretary of State for Business, Innovation and Skills, what assessment he has made of the effects of changes in adult skills funding since 2010 on (a) students and (b) colleges in Hackney South and Shoreditch constituency.","Biography information for Meg Hillier","Meg Hillier","House of Commons Tabled Parliamentary Question 2014/15 227860","227860"
"http://data.parliament.uk/resources/227694","2015-03-23","HM Treasury","2015-03-17","To ask Mr Chancellor of the Exchequer, how many VAT-registered property rental companies there were in each year since May 2010.","Biography information for Pamela Nash","Pamela Nash","House of Commons Tabled Parliamentary Question 2014/15 227906","227906"
"http://data.parliament.uk/resources/227695","2015-03-19","Department for Business, Innovation and Skills","2015-03-17","To ask the Secretary of State for Business, Innovation and Skills, which news applications staff in his Department are authorised to download and use on their work-provided phones and tablets.","Biography information for Philip Davies","Philip Davies","House of Commons Tabled Parliamentary Question 2014/15 227816","227816"
"http://data.parliament.uk/resources/227696","2015-03-20","Department for Business, Innovation and Skills","2015-03-17","To ask the Secretary of State for Business, Innovation and Skills, what estimate he has made of the level of funding his Department will provide to further education colleges for the provision of adult education in each of the next five years; and if he will make a statement.","Biography information for Tim Loughton","Tim Loughton","House of Commons Tabled Parliamentary Question 2014/15 227789","227789"
"http://data.parliament.uk/resources/227697","2015-03-23","Ministry of Justice","2015-03-17","To ask the Secretary of State for Justice, what representations his Department has received from internet service providers on safe harbour provisions.","Biography information for Mike Weatherley","Mike Weatherley","House of Commons Tabled Parliamentary Question 2014/15 227843","227843"
"http://data.parliament.uk/resources/227698","2015-03-23","Department for Business, Innovation and Skills","2015-03-17","To ask the Secretary of State for Business, Innovation and Skills, what his policy is on requiring internet search engines to incorporate trust marks and warnings to signify legal content in their algorithms and the search results presented to the consumers.","Biography information for Mike Weatherley","Mike Weatherley","House of Commons Tabled Parliamentary Question 2014/15 227845","227845"
"http://data.parliament.uk/resources/227699","2015-03-23","Department for Business, Innovation and Skills","2015-03-17","To ask the Secretary of State for Business, Innovation and Skills, whether (a) the Centre for Life in Newcastle and (b) other service centres are eligible for funding from his Department's Inspiring Science Capital Fund.","Biography information for Chi Onwurah","Chi Onwurah","House of Commons Tabled Parliamentary Question 2014/15 227755","227755"
"http://data.parliament.uk/resources/227700","2015-03-19","Department for Business, Innovation and Skills","2015-03-17","To ask the Secretary of State for Business, Innovation and Skills, with reference to his Department's announcement of 27 November 2013 on Post Office branch modernisation, how many Post Offices have benefited to date from the dedicated fund to support smaller community branches.","Biography information for Mr Geoffrey Cox","Mr Geoffrey Cox","House of Commons Tabled Parliamentary Question 2014/15 227769","227769"
"http://data.parliament.uk/resources/227701","2015-03-19","Cabinet Office","2015-03-17","To ask the Minister for the Cabinet Office, which news applications staff in his Department are authorised to download and use on their work-provided phones and tablets.","Biography information for Philip Davies","Philip Davies","House of Commons Tabled Parliamentary Question 2014/15 227818","227818"
"http://data.parliament.uk/resources/227702","2015-03-20","HM Treasury","2015-03-17","To ask Mr Chancellor of the Exchequer, what the median weekly rent in the private rented sector in Blackpool South constituency was in (a) May 2010 and (b) February 2015.","Biography information for Gordon Marsden","Mr Gordon Marsden","House of Commons Tabled Parliamentary Question 2014/15 227927","227927"
"http://data.parliament.uk/resources/227703","2015-03-20","Department for Communities and Local Government","2015-03-17","To ask the Secretary of State for Communities and Local Government, how many households in Blackpool South constituency were on local authority housing waiting lists in (a) May 2010 and (b) February 2015.","Biography information for Gordon Marsden","Mr Gordon Marsden","House of Commons Tabled Parliamentary Question 2014/15 227928","227928"
"http://data.parliament.uk/resources/227704","2015-03-19","Cabinet Office","2015-03-17","To ask the Minister for the Cabinet Office, how many and what proportion of employees in his Department and the Office of the Prime Minister identify as (a) white or white British, (b) Asian or Asian British, (c) Black or Black British, (d) mixed or multiple ethnic group and (e) another ethnicity.","Biography information for Gloria De Piero","Gloria De Piero","House of Commons Tabled Parliamentary Question 2014/15 227953","227953"
"http://data.parliament.uk/resources/227705","2015-03-23","Cabinet Office","2015-03-17","To ask the Minister for the Cabinet Office, pursuant to the Answer of 18 December 2014 to Question 218376, if he will include digital or other technical skills in the Major Projects Academy Leadership course.","Biography information for Chi Onwurah","Chi Onwurah","House of Commons Tabled Parliamentary Question 2014/15 227997","227997"
"http://data.parliament.uk/resources/227706","2015-03-23","Cabinet Office","2015-03-17","To ask the Minister for the Cabinet Office, further to the Answer of 16 March 2015 to Question 227063, whether the Government Digital Service plans for the sixteen exemplars currently in beta show as going live by the end of March 2015.","Biography information for Chi Onwurah","Chi Onwurah","House of Commons Tabled Parliamentary Question 2014/15 227998","227998"
"http://data.parliament.uk/resources/227707","2015-03-20","HM Treasury","2015-03-17","To ask Mr Chancellor of the Exchequer, whether there is a lower corporation tax limit for clubs, voluntary organisations and charities below which such organisations are not required to submit corporation tax returns.","Biography information for Mr Andrew Turner","Mr Andrew Turner","House of Commons Tabled Parliamentary Question 2014/15 227983","227983"
"http://data.parliament.uk/resources/227708","2015-03-20","HM Treasury","2015-03-17","To ask Mr Chancellor of the Exchequer, how the Government intends to promote take-up of the tax-free childcare scheme; and what budget he is allocating for that purpose.","Biography information for Alison McGovern","Alison McGovern","House of Commons Tabled Parliamentary Question 2014/15 227984","227984"
"http://data.parliament.uk/resources/227709","2015-03-20","HM Treasury","2015-03-17","To ask Mr Chancellor of the Exchequer, when he expects registration for the tax-free childcare scheme to open; and when the first payments under that scheme will be delivered.","Biography information for Alison McGovern","Alison McGovern","House of Commons Tabled Parliamentary Question 2014/15 227985","227985"
"http://data.parliament.uk/resources/227710","2015-03-20","HM Treasury","2015-03-17","To ask Mr Chancellor of the Exchequer, what performance indicators he has agreed with NS&I for the delivery of tax-free childcare; how often NS&I will be benchmarked against those indicators; and what penalties he has agreed for poor performance against those indicators.","Biography information for Alison McGovern","Alison McGovern","House of Commons Tabled Parliamentary Question 2014/15 227986","227986"
"http://data.parliament.uk/resources/227711","2015-03-19","HM Treasury","2015-03-17","To ask Mr Chancellor of the Exchequer, how many and what proportion of employees in his Department identify as (a) white or white British, (b) Asian or Asian British, (c) Black or Black British, (d) mixed or multiple ethnic group and (e) another ethnicity.","Biography information for Gloria De Piero","Gloria De Piero","House of Commons Tabled Parliamentary Question 2014/15 227968","227968"
"http://data.parliament.uk/resources/227712","2015-03-23","HM Treasury","2015-03-17","To ask Mr Chancellor of the Exchequer, how much unpaid inheritance tax was outstanding from estates notified for probate valued up to £1 million in each year since May 2010.","Biography information for Pamela Nash","Pamela Nash","House of Commons Tabled Parliamentary Question 2014/15 227907","227907"
"http://data.parliament.uk/resources/227713","2015-03-23","HM Treasury","2015-03-17","To ask Mr Chancellor of the Exchequer, how many estates notified for probate and valued up to £1 million paid no inheritance tax in each year since May 2010.","Biography information for Pamela Nash","Pamela Nash","House of Commons Tabled Parliamentary Question 2014/15 227908","227908"
