"uri","answer date","answering body","date tabled","question text","tabling member > label","tabling member printed","title","uin"
"http://data.parliament.uk/resources/724160","2017-04-27","Department of Health","2017-04-25","To ask the Secretary of State for Health, what steps his Department is taking to (a) improve the (i) prevention and (ii) management of meningitis in children and (b) enhance rehabilitation programmes for children who have had that disease.","Biography information for Mr Jonathan Lord","Mr Jonathan Lord","House of Commons Tabled Parliamentary Question 2016/17 71997","71997"
"http://data.parliament.uk/resources/724161","2017-04-27","Department of Health","2017-04-25","To ask the Secretary of State for Health, with reference to the Government's aspiration number 7 and paragraph 407 of his Department's Future in Mind report, published in March 2015, what plans he has to invest in universal services to support children and young people's wellbeing through delivering mental health promotion and prevention activities.","Biography information for Sarah Olney","Sarah Olney","House of Commons Tabled Parliamentary Question 2016/17 71984","71984"
"http://data.parliament.uk/resources/724162","2017-04-27","Department of Health","2017-04-25","To ask the Secretary of State for Health, how much funding has been invested by (a) his Department, (b) the National Institute for Health Research and (c) the Medical Research Council in research on (i) bowel, (ii) prostate, (iii) breast, (iv) lung, (v) testicular and (vi) throat cancer in each of the last seven years.","Biography information for Mr Jonathan Lord","Mr Jonathan Lord","House of Commons Tabled Parliamentary Question 2016/17 71996","71996"
"http://data.parliament.uk/resources/724163","2017-04-27","Department of Health","2017-04-25","To ask the Secretary of State for Health, what the timetable is for a decision to be taken on the proposed closure of the accident and emergency wing at Darlington Hospital.","Biography information for Helen Goodman","Helen Goodman","House of Commons Tabled Parliamentary Question 2016/17 71875","71875"
"http://data.parliament.uk/resources/724164","2017-04-27","Department of Health","2017-04-25","To ask the Secretary of State for Health, whether his Department plans to propose a statutory instrument obliging care homes to notify the Care Quality Commission when banning, restricting or evicting a relative or a resident.","Biography information for Andrew Gwynne","Andrew Gwynne","House of Commons Tabled Parliamentary Question 2016/17 71864","71864"
"http://data.parliament.uk/resources/724165","2017-04-27","Department of Health","2017-04-25","To ask the Secretary of State for Health, what discussions he has had with representatives from the Care Quality Commission on the banning of relatives from care homes.","Biography information for Andrew Gwynne","Andrew Gwynne","House of Commons Tabled Parliamentary Question 2016/17 71865","71865"
"http://data.parliament.uk/resources/724166","2017-04-27","Department of Health","2017-04-25","To ask the Secretary of State for Health, how much funding his Department plans to allocate to Southampton in support of dementia services over the next five years.","Biography information for Royston Smith","Royston Smith","House of Commons Tabled Parliamentary Question 2016/17 71851","71851"
"http://data.parliament.uk/resources/724167","2017-04-27","Department of Health","2017-04-25","To ask the Secretary of State for Health, what assessment he has made of the potential effect of the proposed closure of the accident and emergency wing at Darlington Memorial Hospital on mortality rates in that area.","Biography information for Helen Goodman","Helen Goodman","House of Commons Tabled Parliamentary Question 2016/17 71966","71966"
"http://data.parliament.uk/resources/724168","2017-04-27","Department of Health","2017-04-25","To ask the Secretary of State for Health, what his policy is on the proposed closure of the accident and emergency wing at Darlington Memorial Hospital.","Biography information for Helen Goodman","Helen Goodman","House of Commons Tabled Parliamentary Question 2016/17 71967","71967"
"http://data.parliament.uk/resources/724169","2017-04-27","Department of Health","2017-04-25","To ask the Secretary of State for Health, what assessment he has made of the potential effect of the proposed closure of the accident and emergency wing at Darlington Memorial Hospital on waiting times for ambulances in that area.","Biography information for Helen Goodman","Helen Goodman","House of Commons Tabled Parliamentary Question 2016/17 71964","71964"
