"uri","answer date","answering body","date tabled","question text","tabling member > label","tabling member printed","title","uin"
"http://data.parliament.uk/resources/964071","2018-09-05","Department of Health and Social Care","2018-09-03","To ask the Secretary of State for Health and Social Care, what the age profile is of midwives at the (a) most recent date for which figures are available and (b) the equivalent date in each year since 2010.","Biography information for Mrs Sharon Hodgson","Mrs Sharon Hodgson","House of Commons Tabled Parliamentary Question 2017/19 169178","169178"
"http://data.parliament.uk/resources/964072","2018-09-05","Department of Health and Social Care","2018-09-03","To ask the Secretary of State for Health and Social Care, how many midwives working in the NHS in England were aged 70 or older in each of the last two years.","Biography information for Mrs Sharon Hodgson","Mrs Sharon Hodgson","House of Commons Tabled Parliamentary Question 2017/19 169179","169179"
"http://data.parliament.uk/resources/964073","2018-09-05","Department of Health and Social Care","2018-09-03","To ask the Secretary of State for Health and Social Care, how many midwifery graduates there were in England in each of the last two years.","Biography information for Mrs Sharon Hodgson","Mrs Sharon Hodgson","House of Commons Tabled Parliamentary Question 2017/19 169180","169180"
"http://data.parliament.uk/resources/964074","2018-09-06","Department for Environment, Food and Rural Affairs","2018-09-03","To ask the Secretary of State for Environment, Food and Rural Affairs, what assessment he has made of the amount of food that will have to be stockpiled by (a) retailers and (b) the Government to ensure an adequate food supply in the event of the UK leaving the EU without a deal.","Biography information for Jo Stevens","Jo Stevens","House of Commons Tabled Parliamentary Question 2017/19 169441","169441"
"http://data.parliament.uk/resources/964075","2018-09-06","Department for Environment, Food and Rural Affairs","2018-09-03","To ask the Secretary of State for Environment, Food and Rural Affairs, what discussions he has had with retailers on plans to stockpile food to ensure an adequate food supply in the event of the UK leaving the EU without a deal.","Biography information for Jo Stevens","Jo Stevens","House of Commons Tabled Parliamentary Question 2017/19 169442","169442"
"http://data.parliament.uk/resources/964076","2018-09-06","Department for Environment, Food and Rural Affairs","2018-09-03","To ask the Secretary of State for Environment, Food and Rural Affairs, what plans his Department has to ensure that stockpiled food is not rapidly depleted by panic buying in the event that the UK leaves the EU without a deal.","Biography information for Jo Stevens","Jo Stevens","House of Commons Tabled Parliamentary Question 2017/19 169443","169443"
"http://data.parliament.uk/resources/964077","2018-09-06","Department for Exiting the European Union ","2018-09-03","To ask the Secretary of State for Exiting the European Union, what discussions his Department has had with the (a) Welsh and (b) Scottish Governments on ensuring an adequate food supply in the event that the UK leaves the EU without a deal.","Biography information for Jo Stevens","Jo Stevens","House of Commons Tabled Parliamentary Question 2017/19 169444","169444"
"http://data.parliament.uk/resources/964078","2018-09-06","Department for Environment, Food and Rural Affairs","2018-09-03","To ask the Secretary of State for Environment, Food and Rural Affairs, whether his Department plans to use quantitative metrics based on (a) gross amount of stockpiled food, (b) total amount of food relative to weekly consumption or (c) another measure to define what is an adequate supply of food in the event that the UK leaves the EU without a deal.","Biography information for Jo Stevens","Jo Stevens","House of Commons Tabled Parliamentary Question 2017/19 169445","169445"
"http://data.parliament.uk/resources/964079","2018-09-06","Ministry of Justice","2018-09-03","To ask the Secretary of State for Justice, what assessment he has made of the ability of frontline prison staff to work in an operational role when they are over the age of 60.","Biography information for Marion Fellows","Marion Fellows","House of Commons Tabled Parliamentary Question 2017/19 169900","169900"
"http://data.parliament.uk/resources/964080","2018-09-06","Ministry of Justice","2018-09-03","To ask the Secretary of State for Justice, what assessment he has made of the ability of people over the age of 55 to pass the fitness test required to be a frontline member of the prison service.","Biography information for Marion Fellows","Marion Fellows","House of Commons Tabled Parliamentary Question 2017/19 169901","169901"
"http://data.parliament.uk/resources/964081","2018-09-05","Department for Business, Energy and Industrial Strategy","2018-09-03","To ask the Secretary of State for Business, Energy and Industrial Strategy, how many households in the UK are not connected to the mains gas grid; and if he will make a statement.","Biography information for Philip Davies","Philip Davies","House of Commons Tabled Parliamentary Question 2017/19 169224","169224"
"http://data.parliament.uk/resources/964082","2018-09-05","Department of Health and Social Care","2018-09-03","To ask the Secretary of State for Health and Social Care, what the cost to the NHS has been of providing emergency medical provision for incidents on the tarmac at Heathrow Airport in each of the last six years.","Biography information for Andy Slaughter","Andy Slaughter","House of Commons Tabled Parliamentary Question 2017/19 169168","169168"
"http://data.parliament.uk/resources/964083","2018-09-05","Department for Transport","2018-09-03","To ask the Secretary of State for Transport, how many accidents involving vehicles operated by Heathrow Airport Limited have been reported as having occurred on the tarmac at Heathrow Airport in each of the last six years.","Biography information for Andy Slaughter","Andy Slaughter","House of Commons Tabled Parliamentary Question 2017/19 169169","169169"
"http://data.parliament.uk/resources/964084","2018-09-05","Department for Transport","2018-09-03","To ask the Secretary of State for Transport, how many near misses involving vehicles operated by Heathrow Airport Limited have been reported as having occurred on the tarmac at Heathrow Airport in each of the last six years.","Biography information for Andy Slaughter","Andy Slaughter","House of Commons Tabled Parliamentary Question 2017/19 169170","169170"
"http://data.parliament.uk/resources/964085","2018-09-05","Department for Transport","2018-09-03","To ask the Secretary of State for Transport, whether his Department has issued guidance to Heathrow Airport on the application of the Road Traffic Act 1991 relating to the driving of vehicles on the tarmac at that airport; and if he will make a statement.","Biography information for Andy Slaughter","Andy Slaughter","House of Commons Tabled Parliamentary Question 2017/19 169171","169171"
"http://data.parliament.uk/resources/964086","2018-09-05","Department for International Development","2018-09-03","To ask the Secretary of State for International Development, what steps the Government is taking to support developing countries to achieve universal health coverage and develop programmes to prevent diseases such as pneumonia.","Biography information for Rosie Cooper","Rosie Cooper","House of Commons Tabled Parliamentary Question 2017/19 169899","169899"
"http://data.parliament.uk/resources/964087","2018-09-05","Department of Health and Social Care","2018-09-03","To ask the Secretary of State for Health and Social Care, what steps the Government is taking to share the expertise and learning generated from the NHS with health minsters in developing countries.","Biography information for Rosie Cooper","Rosie Cooper","House of Commons Tabled Parliamentary Question 2017/19 169184","169184"
"http://data.parliament.uk/resources/964088","2018-09-05","Department for International Development","2018-09-03","To ask the Secretary of State for International Development, if her Department will use its position at international fora such as the World Health Organisation to champion healthcare policies on universal health coverage.","Biography information for Rosie Cooper","Rosie Cooper","House of Commons Tabled Parliamentary Question 2017/19 169906","169906"
"http://data.parliament.uk/resources/964089","2018-09-05","Department of Health and Social Care","2018-09-03","To ask the Secretary of State for Health and Social Care, how his Department works with the Department of International Development to promote a shared agenda on universal health coverage.","Biography information for Rosie Cooper","Rosie Cooper","House of Commons Tabled Parliamentary Question 2017/19 169185","169185"
"http://data.parliament.uk/resources/964090","2018-09-05","Department of Health and Social Care","2018-09-03","To ask the Secretary of State for Health and Social Care, what the role and remit is of his Department's Global Health Team.","Biography information for Rosie Cooper","Rosie Cooper","House of Commons Tabled Parliamentary Question 2017/19 169186","169186"
"http://data.parliament.uk/resources/964091","2018-09-05","Department of Health and Social Care","2018-09-03","To ask the Secretary of State for Health and Social Care, whether his Department has plans to promote universal healthcare coverage at the 73rd Session of the UN General Assembly.","Biography information for Rosie Cooper","Rosie Cooper","House of Commons Tabled Parliamentary Question 2017/19 169187","169187"
"http://data.parliament.uk/resources/964092","2018-09-05","Department of Health and Social Care","2018-09-03","To ask the Secretary of State for Health and Social Care, what plans his Department has made to prepare for the High-Level Meeting at the UN General Assembly on universal health care in 2019.","Biography information for Rosie Cooper","Rosie Cooper","House of Commons Tabled Parliamentary Question 2017/19 169188","169188"
"http://data.parliament.uk/resources/964093","2018-09-05","Ministry of Justice","2018-09-03","To ask the Secretary of State for Justice, pursuant to the Answer of 3 July 2018 to Question 157090 on Ministry of Justice: Buildings, how many days each Minister of his Department spent in Petty France between 10 March 2018 and 10 April 2018.","Biography information for Philip Davies","Philip Davies","House of Commons Tabled Parliamentary Question 2017/19 169225","169225"
"http://data.parliament.uk/resources/964094","2018-09-05","Department for Education","2018-09-03","To ask the Secretary of State for Education, what information his Department holds on the ethnic background of pupils who achieved (a) AAA, (b) AAB and ABB grades at A-level in the last five years.","Biography information for Royston Smith","Royston Smith","House of Commons Tabled Parliamentary Question 2017/19 169551","169551"
"http://data.parliament.uk/resources/964095","2018-09-05","Department for Education","2018-09-03","To ask the Secretary of State for Education, what information his Department holds on the number of pupils (a) entitled to and (b) not entitled to free school meals who achieved (i) AAA, (ii) AAB and (iii) ABB grades at A-level in the last five years.","Biography information for Royston Smith","Royston Smith","House of Commons Tabled Parliamentary Question 2017/19 169552","169552"
"http://data.parliament.uk/resources/964096","2018-09-06","Home Office","2018-09-03","To ask the Secretary of State for the Home Department, with reference to the Statement of changes to the Immigration Rules, HC1154, published on 15 June 2018, for what reasons India was not included; and what plans he has to include students from India in the future.","Biography information for Martyn Day","Martyn Day","House of Commons Tabled Parliamentary Question 2017/19 169563","169563"
"http://data.parliament.uk/resources/964097","2018-09-06","Home Office","2018-09-03","To ask the Secretary of State for the Home Department, with reference to the Statement of changes to the Immigration Rules, HC1154, published on 15 June 2018, for what reasons Pakistan was not included, and what plans he has to include students from Pakistan in the future.","Biography information for Martyn Day","Martyn Day","House of Commons Tabled Parliamentary Question 2017/19 169564","169564"
"http://data.parliament.uk/resources/964098","2018-09-05","Department for Digital, Culture, Media and Sport","2018-09-03","To ask the Secretary of State for Digital, Culture, Media and Sport, what steps he is taking to increase volunteering opportunities for people resident in areas of high deprivation.","Biography information for Mr Steve Reed","Mr Steve Reed","House of Commons Tabled Parliamentary Question 2017/19 169373","169373"
"http://data.parliament.uk/resources/964099","2018-09-05","Department for Digital, Culture, Media and Sport","2018-09-03","To ask the Secretary of State for Digital, Culture, Media and Sport, with reference to his Department's Community Life Survey 2017-18, published on 26 July 2018, what assessment he has made of the reasons for the decrease in the percentage of people involved in social action in their local area at least once in the last year since 2013-14.","Biography information for Mr Steve Reed","Mr Steve Reed","House of Commons Tabled Parliamentary Question 2017/19 169374","169374"
"http://data.parliament.uk/resources/964100","2018-09-05","Department for Digital, Culture, Media and Sport","2018-09-03","To ask the Secretary of State for Digital, Culture, Media and Sport, with reference to his Department's Community Life Survey 2017-18, published on 26 July 2018, what assessment he has made of the reasons for the decrease in the percentage of people taking part in formal volunteering at least once a month since 2013-14.","Biography information for Mr Steve Reed","Mr Steve Reed","House of Commons Tabled Parliamentary Question 2017/19 169375","169375"
"http://data.parliament.uk/resources/964101","2018-09-05","Department for Digital, Culture, Media and Sport","2018-09-03","To ask the Secretary of State for Digital, Culture, Media and Sport, what discussions he has had with the Secretary of State for Business, Energy and Industrial Strategy to encourage businesses to offer paid volunteering leave for employees.","Biography information for Mr Steve Reed","Mr Steve Reed","House of Commons Tabled Parliamentary Question 2017/19 169376","169376"
"http://data.parliament.uk/resources/964102","2018-09-05","Department for Digital, Culture, Media and Sport","2018-09-03","To ask the Secretary of State for Digital, Culture, Media and Sport, when his Department plans to approve the funding scheme for users of Programme Making and Special Events equipment to help businesses replace equipment rendered redundant as a consequence of the 700 MHz clearance.","Biography information for Kevin Brennan","Kevin Brennan","House of Commons Tabled Parliamentary Question 2017/19 169123","169123"
"http://data.parliament.uk/resources/964103","2018-09-05","Home Office","2018-09-03","To ask the Secretary of State for the Home Department, if his Department will bring forward proposals to assess the skills of people seeking asylum in the UK at the point of entry.","Biography information for Mrs Kemi Badenoch","Mrs Kemi Badenoch","House of Commons Tabled Parliamentary Question 2017/19 169648","169648"
"http://data.parliament.uk/resources/964104","2018-09-05","Department for International Trade","2018-09-03","To ask the Secretary of State for International Trade, whether he has made an assessment of the effect on the food and farming industry of allowing imported agricultural goods produced to lower standards than is required of UK producers.","Biography information for Mrs Kemi Badenoch","Mrs Kemi Badenoch","House of Commons Tabled Parliamentary Question 2017/19 169649","169649"
"http://data.parliament.uk/resources/964105","2018-09-05","Home Office","2018-09-03","To ask the Secretary of State for the Home Department, what assessment he has made of the powers available to the police to recover kennelling costs for dogs seized under suspicion of being used for hare-coursing.","Biography information for Mrs Kemi Badenoch","Mrs Kemi Badenoch","House of Commons Tabled Parliamentary Question 2017/19 169650","169650"
"http://data.parliament.uk/resources/964106","2018-09-05","Department for Environment, Food and Rural Affairs","2018-09-03","To ask the Secretary of State for Environment, Food and Rural Affairs, what assessment his Department has made of the effect of the UK not enforcing the EU's REACH regulations after 29 March 2019 on enabling chemical substance importers to explore alternative regulations.","Biography information for Mrs Kemi Badenoch","Mrs Kemi Badenoch","House of Commons Tabled Parliamentary Question 2017/19 169651","169651"
"http://data.parliament.uk/resources/964107","2018-09-05","Department for Digital, Culture, Media and Sport","2018-09-03","To ask the Secretary of State for Digital, Culture, Media and Sport, what recent assessment he has made of the effect of levels of pay for Chief Executive Officers in the charity sector on levels of public trust in that sector.","Biography information for Mr Steve Reed","Mr Steve Reed","House of Commons Tabled Parliamentary Question 2017/19 169377","169377"
"http://data.parliament.uk/resources/964108","2018-09-06","Department for Work and Pensions","2018-09-03","To ask the Secretary of State for Work and Pensions, (a) how many and (b) for what reason personal independence payments were not paid on time in (i) June 2018 and (ii) July 2018.","Biography information for Louise Haigh","Louise Haigh","House of Commons Tabled Parliamentary Question 2017/19 169540","169540"
"http://data.parliament.uk/resources/964109","2018-09-06","Department for Work and Pensions","2018-09-03","To ask the Secretary of State for Work and Pensions, how many paying parents who had defaulted on payment and had outstanding arrears during the last month of their Child Support Agency case defaulted on payment within the first six months of being moved to the new Child Maintenance Service case.","Biography information for Dr Philippa Whitford","Dr Philippa Whitford","House of Commons Tabled Parliamentary Question 2017/19 169398","169398"
"http://data.parliament.uk/resources/964110","2018-09-06","Department for Work and Pensions","2018-09-03","To ask the Secretary of State for Work and Pensions, whether there is a limit on how many times a paying parent is given the opportunity to pay direct through the Child Maintenance Service to the parent with care after failing to pay and enforcement action having been taken.","Biography information for Dr Philippa Whitford","Dr Philippa Whitford","House of Commons Tabled Parliamentary Question 2017/19 169399","169399"
"http://data.parliament.uk/resources/964111","2018-09-06","Department for Work and Pensions","2018-09-03","To ask the Secretary of State for Work and Pensions, what performance measures have been established for the Child Maintenance Service for the clearing of arrears in maintenance cases.","Biography information for Dr Philippa Whitford","Dr Philippa Whitford","House of Commons Tabled Parliamentary Question 2017/19 169400","169400"
"http://data.parliament.uk/resources/964112","2018-09-06","Department for Work and Pensions","2018-09-03","To ask the Secretary of State for Work and Pensions, how many complaints have been made against the Child Maintenance Service since January 2017.","Biography information for Dr Philippa Whitford","Dr Philippa Whitford","House of Commons Tabled Parliamentary Question 2017/19 169401","169401"
"http://data.parliament.uk/resources/964113","2018-09-06","Department for Business, Energy and Industrial Strategy","2018-09-03","To ask the Secretary of State for Business, Energy and Industrial Strategy, what assessment his Department has made of the effect on data security of the manual contingency for nuclear safeguards calculations and reporting.","Biography information for Rachel Reeves","Rachel Reeves","House of Commons Tabled Parliamentary Question 2017/19 169316","169316"
"http://data.parliament.uk/resources/964114","2018-09-05","Department for Work and Pensions","2018-09-03","To ask the Secretary of State for Work and Pensions, what the average time was for arrears to be (a) assessed and (b) applied in relation to cases transferred from the Child Support Agency to the Child Maintenance Service.","Biography information for Dr Philippa Whitford","Dr Philippa Whitford","House of Commons Tabled Parliamentary Question 2017/19 169402","169402"
"http://data.parliament.uk/resources/964115","2018-09-06","Department for Business, Energy and Industrial Strategy","2018-09-03","To ask the Secretary of State for Business, Energy and Industrial Strategy, what assurances his Department has received from the International Atomic Energy Agency that a manual system for nuclear safeguards calculations and reporting would be compatible with the terms of the UK’s Voluntary Offer Agreement.","Biography information for Rachel Reeves","Rachel Reeves","House of Commons Tabled Parliamentary Question 2017/19 169317","169317"
"http://data.parliament.uk/resources/964116","2018-09-06","Department for Business, Energy and Industrial Strategy","2018-09-03","To ask the Secretary of State for Business, Energy and Industrial Strategy, how many staff at the Office for Nuclear Regulation are working on development of the manual contingency for nuclear safeguards calculations and reporting.","Biography information for Rachel Reeves","Rachel Reeves","House of Commons Tabled Parliamentary Question 2017/19 169318","169318"
"http://data.parliament.uk/resources/964117","2018-09-06","Department for Business, Energy and Industrial Strategy","2018-09-03","To ask the Secretary of State for Business, Energy and Industrial Strategy, what estimate he has made of the cost to the Office for Nuclear Regulation of the development of a manual system for nuclear safeguards calculations and reporting.","Biography information for Rachel Reeves","Rachel Reeves","House of Commons Tabled Parliamentary Question 2017/19 169319","169319"
"http://data.parliament.uk/resources/964118","2018-09-05","Department for Business, Energy and Industrial Strategy","2018-09-03","To ask the Secretary of State for Business, Energy and Industrial Strategy, whether his Department plans to extend the collective switching scheme pilot, established in 2017, to switch energy tariffs on consumers' behalf.","Biography information for Frank Field","Frank Field","House of Commons Tabled Parliamentary Question 2017/19 169036","169036"
"http://data.parliament.uk/resources/964119","2018-09-06","Department for Business, Energy and Industrial Strategy","2018-09-03","To ask the Secretary of State for Business, Energy and Industrial Strategy, what training his Department provides to nuclear safeguards inspectors at the Office for Nuclear Regulation on the operation of a manual system for nuclear safeguards calculations and reporting; and what the timeframe is for those inspectors to have passed that training.","Biography information for Rachel Reeves","Rachel Reeves","House of Commons Tabled Parliamentary Question 2017/19 169320","169320"
"http://data.parliament.uk/resources/964120","2018-09-06","Department for Business, Energy and Industrial Strategy","2018-09-03","To ask the Secretary of State for Business, Energy and Industrial Strategy, whether he has plans to introduce an automatic registration scheme with an opt-out mechanism for the collective switching programme on energy tariffs.","Biography information for Frank Field","Frank Field","House of Commons Tabled Parliamentary Question 2017/19 169037","169037"
"http://data.parliament.uk/resources/964121","2018-09-05","Department for Education","2018-09-03","To ask the Secretary of State for Education, how many and what proportion of (a) children and (b) children eligible for free school meals attained a Good Level of Development at age five in Enfield, Southgate constituency in each of the last three years.","Biography information for Bambos Charalambous","Bambos Charalambous","House of Commons Tabled Parliamentary Question 2017/19 169680","169680"
"http://data.parliament.uk/resources/964122","2018-09-05","Home Office","2018-09-03","To ask the Secretary of State for the Home Department, pursuant to the Answer of 3 July 2018 to Question 158775 on Immigration Controls: Airports, with reference to his Department's response to the Freedom of Information request by The Times newspaper, reference 41762, how many passport control queues exceeded the service level agreement (a) 25-minute waiting time for EEA passengers and (b) 45-minute waiting time for non-EEA passengers in each month for the period (i) January to May 2017 and (ii) January to May 2018 at (A) Heathrow, (B) Gatwick, (C) Manchester, (D) Stansted, (E) Luton, (F) Edinburgh, (G) Birmingham, (H) Glasgow, (I) Bristol and (J) Belfast International airports; and if he will make a statement.","Biography information for Alan Brown","Alan Brown","House of Commons Tabled Parliamentary Question 2017/19 169521","169521"
"http://data.parliament.uk/resources/964123","2018-09-05","Home Office","2018-09-03","To ask the Secretary of State for the Home Department, pursuant to the Answer of 3 July 2018 to Question 158773 on Immigration Controls, what consultation exercises his Department has undertaken with (a) aviation and (b) consumer stakeholders in relation to to Service Level Agreements on Border Force performance.","Biography information for Alan Brown","Alan Brown","House of Commons Tabled Parliamentary Question 2017/19 169522","169522"
"http://data.parliament.uk/resources/964124","2018-09-05","Home Office","2018-09-03","To ask the Secretary of State for the Home Department, what assessment he has made of the effect of the introduction of ePassport gate technology at airports on levels of throughflow of passengers in the Border Hall; and whether he has plans to reduce the waiting time targets of Border Force as a result of the introduction of that technology.","Biography information for Alan Brown","Alan Brown","House of Commons Tabled Parliamentary Question 2017/19 169523","169523"
"http://data.parliament.uk/resources/964125","2018-09-05","Home Office","2018-09-03","To ask the Secretary of State for the Home Department, what plans Border Force has to improve the level of service provided to non-EEA passengers on arrival into the UK.","Biography information for Alan Brown","Alan Brown","House of Commons Tabled Parliamentary Question 2017/19 169524","169524"
"http://data.parliament.uk/resources/964126","2018-09-05","Department for Environment, Food and Rural Affairs","2018-09-03","To ask the Secretary of State for Environment, Food and Rural Affairs, what plans his Department has to support the construction of more water desalination plants in the UK.","Biography information for Peter Aldous","Peter Aldous","House of Commons Tabled Parliamentary Question 2017/19 169345","169345"
"http://data.parliament.uk/resources/964127","2018-09-05","Department for Education","2018-09-03","To ask the Secretary of State for Education, whether it is his policy that students be able to choose the supplier for their Disabled Students Allowances.","Biography information for Mrs Emma Lewell-Buck","Mrs Emma Lewell-Buck","House of Commons Tabled Parliamentary Question 2017/19 169380","169380"
"http://data.parliament.uk/resources/964128","2018-09-05","Department for Education","2018-09-03","To ask the Secretary of State for Education, how many Non-Medical Suppliers were not audited by the Disabled Students Allowances Quality Assurance Group as a result of the supplier reporting that it did not have any students in the last year.","Biography information for Mrs Emma Lewell-Buck","Mrs Emma Lewell-Buck","House of Commons Tabled Parliamentary Question 2017/19 169381","169381"
"http://data.parliament.uk/resources/964129","2018-09-05","Department for Education","2018-09-03","To ask the Secretary of State for Education, if he will made an assessment of the accuracy of the opening hours published on the Disabled Students Allowances Quality Assurance Group database; whether restrictions are placed on the hours which may be so published; and if he will make a statement.","Biography information for Mrs Emma Lewell-Buck","Mrs Emma Lewell-Buck","House of Commons Tabled Parliamentary Question 2017/19 169382","169382"
"http://data.parliament.uk/resources/964130","2018-09-05","Department for Education","2018-09-03","To ask the Secretary of State for Education, what role his Department plays in resolving disagreements between a student in receipt of disability support allowance and a non-medical supplier in the event that the student requests a change of supplier.","Biography information for Mrs Emma Lewell-Buck","Mrs Emma Lewell-Buck","House of Commons Tabled Parliamentary Question 2017/19 169383","169383"
"http://data.parliament.uk/resources/964131","2018-09-05","Ministry of Justice","2018-09-03","To ask the Secretary of State for Justice, with reference to the Government's news story, Around one million public sector workers to get pay rise, published on 24 July 2018, whether probation officers will receive a pay increase; and if he will make a statement.","Biography information for David Hanson","David Hanson","House of Commons Tabled Parliamentary Question 2017/19 169090","169090"
"http://data.parliament.uk/resources/964132","2018-09-06","Department for Education","2018-09-03","To ask the Secretary of State for Education, what recent assessment the Government has made of the potential effect on the economy of the target of 3 million apprenticeship starts by 2010.","Biography information for Peter Kyle","Peter Kyle","House of Commons Tabled Parliamentary Question 2017/19 169590","169590"
"http://data.parliament.uk/resources/964133","2018-09-05","Ministry of Defence","2018-09-03","To ask the Secretary of State for Defence if he will seek parliamentary approval prior to any decision to bring Trident missiles back to Quick Reaction Alert status or to re-target those missiles; and if he will make a statement.","Biography information for Caroline Lucas","Caroline Lucas","House of Commons Tabled Parliamentary Question 2017/19 169275","169275"
"http://data.parliament.uk/resources/964134","2018-09-05","Ministry of Defence","2018-09-03","To ask the Secretary of State for Defence, what assessment he has made of the effect of the 1998 Reservation on Protocol 1 (1977) to the Geneva Conventions on the Government's policy that Trident is compliant with International and Humanitarian Law; and if he will make a statement.","Biography information for Caroline Lucas","Caroline Lucas","House of Commons Tabled Parliamentary Question 2017/19 169276","169276"
