"uri","answer date","answering body","date tabled","question text","tabling member > label","tabling member printed","title","uin"
"http://data.parliament.uk/resources/1130514","2019-06-10","Department of Health and Social Care","2019-06-06","To ask the Secretary of State for Health and Social Care, whether social workers will be included in the NHS People Plan.","Biography information for Alex Cunningham","Alex Cunningham","House of Commons Tabled Parliamentary Question 2017/19 261217","261217"
"http://data.parliament.uk/resources/1130515","2019-06-10","Department of Health and Social Care","2019-06-06","To ask the Secretary of State for Health and Social Care, whether the social care Green Paper will have a section on workforce.","Biography information for Alex Cunningham","Alex Cunningham","House of Commons Tabled Parliamentary Question 2017/19 261218","261218"
"http://data.parliament.uk/resources/1130516","2019-06-10","Department of Health and Social Care","2019-06-06","To ask the Secretary of State for Health and Social Care, which hospital trusts have received approval to set up wholly-owned subsidiary companies in the last three years; and on what dates those companies were incorporated.","Biography information for John Grogan","John Grogan","House of Commons Tabled Parliamentary Question 2017/19 261107","261107"
"http://data.parliament.uk/resources/1130517","2019-06-10","Cabinet Office","2019-06-06","To ask the Minister for the Cabinet Office, what additional support is provided to disabled applicants for civil service roles.","Biography information for Chuka Umunna","Chuka Umunna","House of Commons Tabled Parliamentary Question 2017/19 261219","261219"
"http://data.parliament.uk/resources/1130518","2019-06-10","Department of Health and Social Care","2019-06-06","To ask the Secretary of State for Health and Social Care, which hospital trusts have proposals to set up wholly-owned subsidiary companies under active consideration.","Biography information for John Grogan","John Grogan","House of Commons Tabled Parliamentary Question 2017/19 261108","261108"
"http://data.parliament.uk/resources/1130519","2019-06-10","Ministry of Housing, Communities and Local Government","2019-06-06","To ask the Secretary of State for Housing, Communities and Local Government, what comparative estimate he has made of the number of people sleeping rough in the (a) UK and (b) London Borough of Lambeth in (i) the most recent period for which figures are available and (ii) 2010; and what information his Department holds on which area of the UK has the highest number of people sleeping rough.","Biography information for Chuka Umunna","Chuka Umunna","House of Commons Tabled Parliamentary Question 2017/19 261220","261220"
"http://data.parliament.uk/resources/1130520","2019-06-10","Department for Education","2019-06-06","To ask the Secretary of State for Education, how many school-age children whose parents or guardians have requested a school place have been out of school for more than a term in the (a) UK and (b) London Borough of Lambeth in the (i) 2017-18 and (ii) 2018-19 academic years.","Biography information for Chuka Umunna","Chuka Umunna","House of Commons Tabled Parliamentary Question 2017/19 261221","261221"
"http://data.parliament.uk/resources/1130521","2019-06-10","Department for Education","2019-06-06","To ask the Secretary of State for Education, what recent estimate his Department has made of the proportion of primary school funding that has been donated by parents or guardians of pupils in (a) South London and (b) the London Borough of Lambeth.","Biography information for Chuka Umunna","Chuka Umunna","House of Commons Tabled Parliamentary Question 2017/19 261222","261222"
"http://data.parliament.uk/resources/1130522","2019-06-10","Department of Health and Social Care","2019-06-06","To ask the Secretary of State for Health and Social Care, what estimate he has made of the number of children who have suffered health problems as a result of poor housing conditions in the last 12 months.","Biography information for Chuka Umunna","Chuka Umunna","House of Commons Tabled Parliamentary Question 2017/19 261223","261223"
"http://data.parliament.uk/resources/1130523","2019-06-10","Ministry of Housing, Communities and Local Government","2019-06-06","To ask the Secretary of State for Housing, Communities and Local Government, how many people are living in illegally overcrowded housing in (a) the UK and (b) the London Borough of Lambeth.","Biography information for Chuka Umunna","Chuka Umunna","House of Commons Tabled Parliamentary Question 2017/19 261224","261224"
"http://data.parliament.uk/resources/1130524","2019-06-11","Cabinet Office","2019-06-06","To ask the Minister for the Cabinet Office, what estimate he has made of the number of non-UK EU citizens living in the UK who were unable to register to vote in the European parliamentary elections in (a) Slough (b) the UK.","Biography information for Mr Tanmanjeet Singh Dhesi","Mr Tanmanjeet Singh Dhesi","House of Commons Tabled Parliamentary Question 2017/19 261299","261299"
"http://data.parliament.uk/resources/1130525","2019-06-11","Department of Health and Social Care","2019-06-06","To ask the Secretary of State for Health and Social Care, what assessment his Department has conducted of the effect of the tapered annual pension tax allowance on the retention of doctors in the NHS.","Biography information for Dr Philippa Whitford","Dr Philippa Whitford","House of Commons Tabled Parliamentary Question 2017/19 261238","261238"
"http://data.parliament.uk/resources/1130526","2019-06-11","Treasury","2019-06-06","To ask the Chancellor of the Exchequer, whether his Department has made an assessment of how often the annual tapered allowance results in a person being taxed more than 100 per cent of the pensions relief they would have received if they had not reached the allowance limit.","Biography information for Dr Philippa Whitford","Dr Philippa Whitford","House of Commons Tabled Parliamentary Question 2017/19 261239","261239"
"http://data.parliament.uk/resources/1130527","2019-06-10","Treasury","2019-06-06","To ask the Chancellor of the Exchequer, whether his Department has made an assessment of how often the annual tapered allowance results in a person being taxed more than 100 per cent of the earnings gained from additional sessions or responsibilities.","Biography information for Dr Philippa Whitford","Dr Philippa Whitford","House of Commons Tabled Parliamentary Question 2017/19 261240","261240"
"http://data.parliament.uk/resources/1130528","2019-06-10","Home Office","2019-06-06","To ask the Secretary of State for the Home Department, what plans he has to increase accessibility to public services for victims of domestic abuse who have no recourse to public funds.","Biography information for Chuka Umunna","Chuka Umunna","House of Commons Tabled Parliamentary Question 2017/19 261225","261225"
"http://data.parliament.uk/resources/1130529","2019-06-10","Department for Education","2019-06-06","To ask the Secretary of State for Education, what comparative assessment his Department’s has made of adult literacy levels in each of the last five years.","Biography information for Chuka Umunna","Chuka Umunna","House of Commons Tabled Parliamentary Question 2017/19 261226","261226"
"http://data.parliament.uk/resources/1130530","2019-06-10","Department for Education","2019-06-06","To ask the Secretary of State for Education, what estimate his Department has made of the number of adult education providers in each of the last five years.","Biography information for Chuka Umunna","Chuka Umunna","House of Commons Tabled Parliamentary Question 2017/19 261227","261227"
"http://data.parliament.uk/resources/1130531","2019-06-10","Department for Education","2019-06-06","To ask the Secretary of State for Education, what estimate his Department has made of the number of adults over 25 years of age who have undertaken a non-university course in each of the last five years.","Biography information for Chuka Umunna","Chuka Umunna","House of Commons Tabled Parliamentary Question 2017/19 261228","261228"
"http://data.parliament.uk/resources/1130532","2019-06-10","Department of Health and Social Care","2019-06-06","To ask the Secretary of State for Health and Social Care, what research the Government has commissioned on the non-thermal effects of wireless radiation on human health.","Biography information for Dr David Drew","Dr David Drew","House of Commons Tabled Parliamentary Question 2017/19 261097","261097"
"http://data.parliament.uk/resources/1130533","2019-06-10","Department of Health and Social Care","2019-06-06","To ask the Secretary of State for Health and Social Care, what research the Government has commissioned on the potential effect of non-ionising electromagnetic radiation on people's health and in particular on (a) the eye and (b) skin.","Biography information for Dr David Drew","Dr David Drew","House of Commons Tabled Parliamentary Question 2017/19 261098","261098"
"http://data.parliament.uk/resources/1130534","2019-06-10","Department for Digital, Culture, Media and Sport","2019-06-06","To ask the Secretary of State for Digital, Culture, Media and Sport, what plans the Government has to introduce electromagnetic white zones in relation to 5G technology.","Biography information for Dr David Drew","Dr David Drew","House of Commons Tabled Parliamentary Question 2017/19 261099","261099"
"http://data.parliament.uk/resources/1130535","2019-06-10","Department of Health and Social Care","2019-06-06","To ask the Secretary of State for Health and Social Care, what guidance his Department plans to publish on protecting people who suffer from electro-hypersensitivity from the effects of 5G.","Biography information for Dr David Drew","Dr David Drew","House of Commons Tabled Parliamentary Question 2017/19 261100","261100"
"http://data.parliament.uk/resources/1130536","2019-06-10","Home Office","2019-06-06","To ask the Secretary of State for the Home Department, what steps he is taking to reduce the length of time it takes to charge a person after an offence has taken place within the constabulary area of South Yorkshire.","Biography information for Angela Smith","Angela Smith","House of Commons Tabled Parliamentary Question 2017/19 261169","261169"
"http://data.parliament.uk/resources/1130537","2019-06-10","Ministry of Justice","2019-06-06","To ask the Secretary of State for Justice, what assessment he has made of the average time it takes to process criminal cases in the courts in South Yorkshire in the most recent period for which figures are available; and if he will make a statement.","Biography information for Angela Smith","Angela Smith","House of Commons Tabled Parliamentary Question 2017/19 261170","261170"
"http://data.parliament.uk/resources/1130538","2019-06-10","Ministry of Housing, Communities and Local Government","2019-06-06","To ask the Secretary of State for Housing, Communities and Local Government, what plans he has to review planning requirements with regard to the rollout of 5G technology to ensure that safety concerns are taken into account.","Biography information for Dr David Drew","Dr David Drew","House of Commons Tabled Parliamentary Question 2017/19 261101","261101"
"http://data.parliament.uk/resources/1130539","2019-06-10","Department for Work and Pensions","2019-06-06","To ask the Secretary of State for Work and Pensions, if she will make it her policy to align standards for protecting workers against exposure to carcinogens or mutagens with the provisions contained in Directive 2004/37/EC.","Biography information for Janet Daby","Janet Daby","House of Commons Tabled Parliamentary Question 2017/19 261300","261300"
"http://data.parliament.uk/resources/1130540","2019-06-10","Department for Environment, Food and Rural Affairs","2019-06-06","To ask the Secretary of State for Environment, Food and Rural Affairs, whether he has made an assessment of the contribution that green bridges make to biodiversity.","Biography information for Adam Afriyie","Adam Afriyie","House of Commons Tabled Parliamentary Question 2017/19 261183","261183"
"http://data.parliament.uk/resources/1130541","2019-06-10","Department for Environment, Food and Rural Affairs","2019-06-06","To ask the Secretary of State for Environment, Food and Rural Affairs, which key performance indicators his Department uses to assess progress in improving the UK’s biodiversity.","Biography information for Adam Afriyie","Adam Afriyie","House of Commons Tabled Parliamentary Question 2017/19 261184","261184"
"http://data.parliament.uk/resources/1130542","2019-06-11","Department for Digital, Culture, Media and Sport","2019-06-06","To ask the Secretary of State for Digital, Culture, Media and Sport, how much Government funding has been made available for improving digital connectivity in North Wales each of the last eight years.","Biography information for Chris Ruane","Chris Ruane","House of Commons Tabled Parliamentary Question 2017/19 261114","261114"
"http://data.parliament.uk/resources/1130543","2019-06-11","Department for Business, Energy and Industrial Strategy","2019-06-06","To ask the Secretary of State for Business, Energy and Industrial Strategy, how much funding his Department has made available for renewable energy generation in each nation and region in the UK in each of the last seven years.","Biography information for Chris Ruane","Chris Ruane","House of Commons Tabled Parliamentary Question 2017/19 261115","261115"
"http://data.parliament.uk/resources/1130544","2019-06-11","Department for Business, Energy and Industrial Strategy","2019-06-06","To ask the Secretary of State for Business, Energy and Industrial Strategy, pursuant to the Answer of 4 June 2019 to Question 256956, how many people were registered on the priority services register in each ward in Denbighshire in each year for which figures are available.","Biography information for Chris Ruane","Chris Ruane","House of Commons Tabled Parliamentary Question 2017/19 261116","261116"
"http://data.parliament.uk/resources/1130545","2019-06-11","Department for Digital, Culture, Media and Sport","2019-06-06","To ask the Secretary of State for Digital, Culture, Media and Sport, on what date (a) Ministers and (b) officials of his Department were first notified of (a) the roll-out of domain name systems over hypertext transfer protocol secure and (b) the effect of that roll-out on internet service provider blocking.","Biography information for Tom Watson","Tom Watson","House of Commons Tabled Parliamentary Question 2017/19 261159","261159"
"http://data.parliament.uk/resources/1130546","2019-06-10","Home Office","2019-06-06","To ask the Secretary of State for the Home Department, what proportion of organisations that hold contracts with his Department pay the National Living Wage.","Biography information for Justin Madders","Justin Madders","House of Commons Tabled Parliamentary Question 2017/19 261245","261245"
"http://data.parliament.uk/resources/1130547","2019-06-10","Foreign and Commonwealth Office","2019-06-06","To ask the Secretary of State for Foreign and Commonwealth Affairs, what proportion of organisations that hold contracts with his Department pay the National Living Wage.","Biography information for Justin Madders","Justin Madders","House of Commons Tabled Parliamentary Question 2017/19 261246","261246"
"http://data.parliament.uk/resources/1130548","2019-06-10","Department for Environment, Food and Rural Affairs","2019-06-06","To ask the Secretary of State for Environment, Food and Rural Affairs, what proportion of organisations that hold contracts with his Department pay the National Living Wage.","Biography information for Justin Madders","Justin Madders","House of Commons Tabled Parliamentary Question 2017/19 261247","261247"
"http://data.parliament.uk/resources/1130549","2019-06-10","Department for Transport","2019-06-06","To ask the Secretary of State for Transport, what proportion of organisations that hold contracts with his Department pay the National Living Wage.","Biography information for Justin Madders","Justin Madders","House of Commons Tabled Parliamentary Question 2017/19 261248","261248"
"http://data.parliament.uk/resources/1130550","2019-06-10","Department for International Development","2019-06-06","To ask the Secretary of State for International Development, what proportion of organisations that hold contracts with his Department pay the National Living Wage.","Biography information for Justin Madders","Justin Madders","House of Commons Tabled Parliamentary Question 2017/19 261249","261249"
"http://data.parliament.uk/resources/1130551","2019-06-10","Department for International Trade","2019-06-06","To ask the Secretary of State for International Trade, what proportion of organisations that hold contracts with his Department pay the National Living Wage.","Biography information for Justin Madders","Justin Madders","House of Commons Tabled Parliamentary Question 2017/19 261250","261250"
"http://data.parliament.uk/resources/1130552","2019-06-10","Department of Health and Social Care","2019-06-06","To ask the Secretary of State for Health and Social Care, what proportion of organisations that hold contracts with his Department pay the National Living Wage.","Biography information for Justin Madders","Justin Madders","House of Commons Tabled Parliamentary Question 2017/19 261251","261251"
"http://data.parliament.uk/resources/1130553","2019-06-10","Ministry of Defence","2019-06-06","To ask the Secretary of State for Defence, what proportion of organisations that hold contracts with her Department pay the National Living Wage.","Biography information for Justin Madders","Justin Madders","House of Commons Tabled Parliamentary Question 2017/19 261252","261252"
"http://data.parliament.uk/resources/1130554","2019-06-10","Ministry of Housing, Communities and Local Government","2019-06-06","To ask the Secretary of State for Housing, Communities and Local Government, what proportion of organisations that hold contracts with his Department pay the National Living Wage.","Biography information for Justin Madders","Justin Madders","House of Commons Tabled Parliamentary Question 2017/19 261253","261253"
"http://data.parliament.uk/resources/1130555","2019-06-10","Cabinet Office","2019-06-06","To ask the Minister for the Cabinet Office, what proportion of organisations that hold contracts with his Department pay the National Living Wage.","Biography information for Justin Madders","Justin Madders","House of Commons Tabled Parliamentary Question 2017/19 261254","261254"
"http://data.parliament.uk/resources/1130556","2019-06-10","Ministry of Justice","2019-06-06","To ask the Secretary of State for Justice, what proportion of organisations that hold contracts with his Department pay the National Living Wage.","Biography information for Justin Madders","Justin Madders","House of Commons Tabled Parliamentary Question 2017/19 261255","261255"
"http://data.parliament.uk/resources/1130557","2019-06-10","Department for Education","2019-06-06","To ask the Secretary of State for Education, if he will make an assessment of the potential merits of introducing a bursary scheme to fund the training costs of new Teachers of the Deaf.","Biography information for Jim Fitzpatrick","Jim Fitzpatrick","House of Commons Tabled Parliamentary Question 2017/19 261087","261087"
"http://data.parliament.uk/resources/1130558","2019-06-10","Department for Work and Pensions","2019-06-06","To ask the Secretary of State for Work and Pensions, what proportion of organisations that hold contracts with her Department pay the National Living Wage.","Biography information for Justin Madders","Justin Madders","House of Commons Tabled Parliamentary Question 2017/19 261256","261256"
"http://data.parliament.uk/resources/1130559","2019-06-10","Department for Education","2019-06-06","To ask the Secretary of State for Education, what steps he has taken to ensure that there are adequate numbers of teachers of the deaf to support deaf children, their families, and their education settings.","Biography information for Jim Fitzpatrick","Jim Fitzpatrick","House of Commons Tabled Parliamentary Question 2017/19 261088","261088"
"http://data.parliament.uk/resources/1130560","2019-06-10","Department for Education","2019-06-06","To ask the Secretary of State for Education, what proportion of organisations that hold contracts with his Department pay the National Living Wage.","Biography information for Justin Madders","Justin Madders","House of Commons Tabled Parliamentary Question 2017/19 261257","261257"
"http://data.parliament.uk/resources/1130561","2019-06-10","Department for Digital, Culture, Media and Sport","2019-06-06","To ask the Secretary of State for Digital, Culture, Media and Sport, what proportion of organisations that hold contracts with his Department pay the National Living Wage.","Biography information for Justin Madders","Justin Madders","House of Commons Tabled Parliamentary Question 2017/19 261258","261258"
"http://data.parliament.uk/resources/1130562","2019-06-10","Department for Business, Energy and Industrial Strategy","2019-06-06","To ask the Secretary of State for Business, Energy and Industrial Strategy, what proportion of organisations that hold contracts with his Department pay the National Living Wage.","Biography information for Justin Madders","Justin Madders","House of Commons Tabled Parliamentary Question 2017/19 261259","261259"
"http://data.parliament.uk/resources/1130563","2019-06-10","Department for Exiting the European Union ","2019-06-06","To ask the Secretary of State for Exiting the European Union, what proportion of organisations that hold contracts with his Department pay the National Living Wage.","Biography information for Justin Madders","Justin Madders","House of Commons Tabled Parliamentary Question 2017/19 261260","261260"
"http://data.parliament.uk/resources/1130564","2019-06-10","Treasury","2019-06-06","To ask the Chancellor of the Exchequer, what proportion of organisations that hold contracts with his Department pay the National Living Wage.","Biography information for Justin Madders","Justin Madders","House of Commons Tabled Parliamentary Question 2017/19 261261","261261"
"http://data.parliament.uk/resources/1130565","2019-06-10","Attorney General","2019-06-06","To ask the Attorney General, what proportion of organisations that hold contracts with his Department pay the National Living Wage.","Biography information for Justin Madders","Justin Madders","House of Commons Tabled Parliamentary Question 2017/19 261262","261262"
"http://data.parliament.uk/resources/1130566","2019-06-11","Department for Work and Pensions","2019-06-06","To ask the Secretary of State for Work and Pensions, what proportion of personal independence payment and employment and support allowance decisions made by (a) ATOS, and (b) Maximus were overturned on appeal in each year for which data is available.","Biography information for Chris Ruane","Chris Ruane","House of Commons Tabled Parliamentary Question 2017/19 261117","261117"
"http://data.parliament.uk/resources/1130567","2019-06-10","House of Commons Commission","2019-06-06","To ask the right hon. Member for Carshalton and Wallington, representing the House of Commons Commission, what proportion of organisations that hold contracts with the Commission pay the National Living Wage.","Biography information for Justin Madders","Justin Madders","House of Commons Tabled Parliamentary Question 2017/19 261263","261263"
"http://data.parliament.uk/resources/1130568","2019-06-11","Department for Work and Pensions","2019-06-06","To ask the Secretary of State for Work and Pensions, pursuant to her Written Statement of 5 March 2019, HC WS1376, if she will place in the Library a copy of the contract terms for the extension of the Health and Disability Assessment Service.","Biography information for Chris Ruane","Chris Ruane","House of Commons Tabled Parliamentary Question 2017/19 261118","261118"
