"uri","answer date","answering body","date tabled","question text","tabling member > label","tabling member printed","title","uin"
"http://data.parliament.uk/resources/1151366","2019-10-24","Attorney General","2019-10-22","To ask the Attorney General, when representatives of the (a) Jain and (b) Zoroastrian community were invited to national events organised by his Department in each of the last two years.","Biography information for Gareth Thomas","Gareth Thomas","House of Commons Tabled Parliamentary Question 2019/20 3523","3523"
"http://data.parliament.uk/resources/1151367","2019-10-24","Department of Health and Social Care","2019-10-22","To ask the Secretary of State for Health and Social Care, what share of new funding under the NHS Long Term Plan is being assigned to increasing the capacity of NHS dental services.","Biography information for Julian Sturdy","Julian Sturdy","House of Commons Tabled Parliamentary Question 2019/20 3637","3637"
"http://data.parliament.uk/resources/1151368","2019-10-24","Department for Work and Pensions","2019-10-22","To ask the Secretary of State for Work and Pensions, what assessment she has made of the adequacy of the six-month limit on the easement of work-related requirements for universal credit for bereavement of a partner or child.","Biography information for Mike Amesbury","Mike Amesbury","House of Commons Tabled Parliamentary Question 2019/20 3790","3790"
"http://data.parliament.uk/resources/1151369","2019-10-24","Department for Digital, Culture, Media and Sport","2019-10-22","To ask the Secretary of State for Digital, Culture, Media and Sport, when representatives of the (a) Jain and (b) Zoroastrian community were invited to national events organised by her Department in each of the last two years.","Biography information for Gareth Thomas","Gareth Thomas","House of Commons Tabled Parliamentary Question 2019/20 3524","3524"
"http://data.parliament.uk/resources/1151370","2019-10-24","Department of Health and Social Care","2019-10-22","To ask the Secretary of State for Health and Social Care, what proportion of new funding under the NHS Long Term Plan he plans to allocate to NHS dental services in the Vale of York.","Biography information for Julian Sturdy","Julian Sturdy","House of Commons Tabled Parliamentary Question 2019/20 3638","3638"
"http://data.parliament.uk/resources/1151371","2019-10-24","Department for Environment, Food and Rural Affairs","2019-10-22","To ask the Secretary of State for Environment, Food and Rural Affairs, when representatives of the (a) Jain and (b) Zoroastrian community were invited to national events organised by his Department in each of the last two years.","Biography information for Gareth Thomas","Gareth Thomas","House of Commons Tabled Parliamentary Question 2019/20 3525","3525"
"http://data.parliament.uk/resources/1151372","2019-10-24","Ministry of Justice","2019-10-22","To ask the Secretary of State for Justice, what plans he has to re-establish the right to compensation for people in England and Wales who developed pleural plaques as a result of exposure to asbestos.","Biography information for Julian Sturdy","Julian Sturdy","House of Commons Tabled Parliamentary Question 2019/20 3639","3639"
"http://data.parliament.uk/resources/1151373","2019-10-24","Department for Education","2019-10-22","To ask the Secretary of State for Education, when representatives of the (a) Jain and (b) Zoroastrian community were invited to national events organised by his Department in each of the last two years.","Biography information for Gareth Thomas","Gareth Thomas","House of Commons Tabled Parliamentary Question 2019/20 3526","3526"
"http://data.parliament.uk/resources/1151374","2019-10-24","Department for Exiting the European Union ","2019-10-22","To ask the Secretary of State for Exiting the European Union, when representatives of the (a) Jain and (b) Zoroastrian community were invited to national events organised by his Department in each of the last two years.","Biography information for Gareth Thomas","Gareth Thomas","House of Commons Tabled Parliamentary Question 2019/20 3527","3527"
"http://data.parliament.uk/resources/1151375","2019-10-28","Department for Digital, Culture, Media and Sport","2019-10-22","To ask the Secretary of State for Digital, Culture, Media and Sport, what steps she is taking to prevent young people spending excessively on loot boxes in computer games.","Biography information for Mr Jim Cunningham","Mr Jim Cunningham","House of Commons Tabled Parliamentary Question 2019/20 3532","3532"
"http://data.parliament.uk/resources/1151376","2019-10-24","Ministry of Justice","2019-10-22","To ask the Secretary of State for Justice, how many non-molestation orders have been issued in each year since 2010.","Biography information for Richard Burgon","Richard Burgon","House of Commons Tabled Parliamentary Question 2019/20 3640","3640"
"http://data.parliament.uk/resources/1151377","2019-10-28","Ministry of Justice","2019-10-22","To ask the Secretary of State for Justice, how many (a) women and (b) people who applied for non-molestation orders were not eligible for legal aid in each year since 2010.","Biography information for Richard Burgon","Richard Burgon","House of Commons Tabled Parliamentary Question 2019/20 3641","3641"
"http://data.parliament.uk/resources/1151378","2019-10-28","Ministry of Justice","2019-10-22","To ask the Secretary of State for Justice, how many (a) women and (b) people have represented themselves when applying for a non-molestation order in each year since 2010.","Biography information for Richard Burgon","Richard Burgon","House of Commons Tabled Parliamentary Question 2019/20 3642","3642"
"http://data.parliament.uk/resources/1151379","2019-10-24","Ministry of Justice","2019-10-22","To ask the Secretary of State for Justice, to publish any guidance produced by his Department for people who are advised to seek a non-molestation order.","Biography information for Richard Burgon","Richard Burgon","House of Commons Tabled Parliamentary Question 2019/20 3643","3643"
"http://data.parliament.uk/resources/1151380","2019-10-28","Ministry of Justice","2019-10-22","To ask the Secretary of State for Justice, how many (a) women and (b) people have sought bail restrictions against an alleged domestic abuser in each year since 2010.","Biography information for Richard Burgon","Richard Burgon","House of Commons Tabled Parliamentary Question 2019/20 3644","3644"
