"uri","answer date","answering body","date tabled","question text","tabling member > label","tabling member printed","title","uin"
"http://data.parliament.uk/resources/855977","2018-03-08","Department of Health and Social Care","2018-03-06","To ask the Secretary of State for Health and Social Care, whether the Government has made an assessment of the potential effect of the decision to remove access to vitamin D on prescription on the long-term bone health of people who cover all of their skin.","Biography information for Mr Roger Godsiff","Mr Roger Godsiff","House of Commons Tabled Parliamentary Question 2017/19 131143","131143"
"http://data.parliament.uk/resources/855978","2018-03-08","Department of Health and Social Care","2018-03-06","To ask the Secretary of State for Health and Social Care, which (a) Department and (b) public body holds details on the (i) 94 licences, (ii) 5 registrable, (iii) 62 non-registrable IP products and (iv) 15 spin-outs which have resulted from National Institute for Health Research funding.","Biography information for Mr Roger Godsiff","Mr Roger Godsiff","House of Commons Tabled Parliamentary Question 2017/19 131144","131144"
"http://data.parliament.uk/resources/855979","2018-03-12","Treasury","2018-03-06","To ask Mr Chancellor of the Exchequer, what information his Department holds on the date (a) when the Financial Conduct Authority (FCA) authorised BUSINESS BANK ITALY LTD (Company number 06623736) to conduct business in the UK, (b) on which the FCA sent its non-objection letter to bank directors, (c) of any capital adequacy stress tests, (d) of visits by FCA officials to the bank, (e) of discussions with auditors of the bank, (f) on which the FCA examined that bank's financial statements, (g) on which that bank was enrolled into the Depositor Protection Scheme and (h) on which FCA officials viewed that bank’s website.","Biography information for Anneliese Dodds","Anneliese Dodds","House of Commons Tabled Parliamentary Question 2017/19 131145","131145"
"http://data.parliament.uk/resources/855980","2018-03-08","Department of Health and Social Care","2018-03-06","To ask the Secretary of State for Health and Social Care, what assessment he has made of trends in (a) staff shortages and (b) recruitment difficulties in NHS mental health services.","Biography information for Paul Blomfield","Paul Blomfield","House of Commons Tabled Parliamentary Question 2017/19 131146","131146"
"http://data.parliament.uk/resources/855981","2018-03-08","Department of Health and Social Care","2018-03-06","To ask the Secretary of State for Health and Social Care, if NHS England will take steps to engage third sector providers and the boarder hepatitis C community on how an elimination procurement strategy for hepatitis C could deliver in practice.","Biography information for Jim Shannon","Jim Shannon","House of Commons Tabled Parliamentary Question 2017/19 131147","131147"
"http://data.parliament.uk/resources/855982","2018-03-08","Department for Work and Pensions","2018-03-06","To ask the Secretary of State for Work and Pensions, what steps (a) her Department and (b) SERCO have taken to provide the full terms and conditions of the Support for Mortgage Interest Payments Loan to people who are entitled to apply for those loans.","Biography information for Dr David Drew","Dr David Drew","House of Commons Tabled Parliamentary Question 2017/19 131148","131148"
"http://data.parliament.uk/resources/855983","2018-03-12","Department for Work and Pensions","2018-03-06","To ask the Secretary of State for Work and Pensions, what (a) resources (b) training (c) information is available to Job Centre Plus managers to help them (i) find out about specialist support providers in their local areas and (ii) work with these organisations to support jobseekers.","Biography information for Chi Onwurah","Chi Onwurah","House of Commons Tabled Parliamentary Question 2017/19 131149","131149"
"http://data.parliament.uk/resources/855984","2018-03-12","Home Office","2018-03-06","To ask the Secretary of State for the Home Department, who has responsibility for buildings fire inspections.","Biography information for Chi Onwurah","Chi Onwurah","House of Commons Tabled Parliamentary Question 2017/19 131150","131150"
"http://data.parliament.uk/resources/855985","2018-03-12","Home Office","2018-03-06","To ask the Secretary of State for the Home Department, if she will make an assessment of the key risk factors that are associated with fires in domestic properties; and how that information can be used for fire prevention.","Biography information for Chi Onwurah","Chi Onwurah","House of Commons Tabled Parliamentary Question 2017/19 131151","131151"
"http://data.parliament.uk/resources/855986","2018-03-12","Department for Education","2018-03-06","To ask the Secretary of State for Education, what assessment his Department has made of potential merits of indemnifying the Universities Superannuation Scheme against university bankruptcy.","Biography information for Dan Jarvis","Dan Jarvis","House of Commons Tabled Parliamentary Question 2017/19 131152","131152"
"http://data.parliament.uk/resources/855987","2018-03-08","Department for Transport","2018-03-06","To ask the Secretary of State for Transport, whether (a) Southeastern Rail and (b) Network Rail have written to his Department on the matter of passengers being held on a train for over four hours outside Lewisham station on 2 March 2018; and if he will make a statement.","Biography information for Clive Efford","Clive Efford","House of Commons Tabled Parliamentary Question 2017/19 131153","131153"
"http://data.parliament.uk/resources/855988","2018-03-08","Department for Transport","2018-03-06","To ask the Secretary of State for Transport, what information his Department holds on when the need to evacuate passengers from Southeastern Rail trains near Lewisham station on 2 March 2018 was (a) first discussed and (b) taken; who took the decision to evacuate the trains; and if he will make a statement.","Biography information for Clive Efford","Clive Efford","House of Commons Tabled Parliamentary Question 2017/19 131154","131154"
"http://data.parliament.uk/resources/855989","2018-03-08","Department for Transport","2018-03-06","To ask the Secretary of State for Transport, what discussions he has had with (a) Network Rail and (b) Southeastern Rail on compensation for passengers left on trains outside Lewisham Station for over four hours; and if he will make a statement.","Biography information for Clive Efford","Clive Efford","House of Commons Tabled Parliamentary Question 2017/19 131155","131155"
"http://data.parliament.uk/resources/855990","2018-03-08","Department for Transport","2018-03-06","To ask the Secretary of State for Transport, what (a) procedures and (b) regulations his Department has put in place to ensure the (i) welfare and (ii) safety of passengers held on trains for long periods of time; whether those procedures and regulations were adhered to by (A) Network Rail and (B) Southeastern Rail on 2 March 2018 in respect of passengers held on trains for over four hours outside Lewisham Station; and if he will make a statement.","Biography information for Clive Efford","Clive Efford","House of Commons Tabled Parliamentary Question 2017/19 131156","131156"
"http://data.parliament.uk/resources/855991","2018-03-08","Department for Transport","2018-03-06","To ask the Secretary of State for Transport, how long passengers were held on trains outside Lewisham Station after the electricity supply was turned off on Friday 2 March; and if he will make a statement.","Biography information for Clive Efford","Clive Efford","House of Commons Tabled Parliamentary Question 2017/19 131157","131157"
