"uri","answer date","answering body","date tabled","question text","tabling member > label","tabling member printed","title","uin"
"http://data.parliament.uk/resources/838285","2018-02-20","Department for Business, Energy and Industrial Strategy","2018-02-07","To ask the Secretary of State for Business, Energy and Industrial Strategy for what reason his the draft Domestic Gas and Electricity (Tariff Cap) Bill proposes a removal of appeal rights to the Competition and Markets Authority, and if he will make a statement.","Biography information for Nic Dakin","Nic Dakin","House of Commons Tabled Parliamentary Question 2017/19 127180","127180"
"http://data.parliament.uk/resources/838286","2018-02-20","Department for Business, Energy and Industrial Strategy","2018-02-07","To ask the Secretary of State for Business, Energy and Industrial Strategy, with reference to the draft Domestic Gas and Electricity (Tariff Cap) Bill, through what route will organisations (a) challenge and (b) appeal the level of a price cap in the event that the right to appeal to an independent body is removed, and if he will make a statement.","Biography information for Nic Dakin","Nic Dakin","House of Commons Tabled Parliamentary Question 2017/19 127181","127181"
"http://data.parliament.uk/resources/838287","2018-02-20","Department for Business, Energy and Industrial Strategy","2018-02-07","To ask the Secretary of State for Business, Energy and Industrial Strategy, for what reasons his Department's impact assessment for the draft Domestic Gas and Electricity (Tariff Cap) Bill does not include quantitative data on the effect of a price cap on (a) investment in the energy sector and (b) customers, and if he will make a statement.","Biography information for Nic Dakin","Nic Dakin","House of Commons Tabled Parliamentary Question 2017/19 127182","127182"
"http://data.parliament.uk/resources/838288","2018-02-20","Department for Business, Energy and Industrial Strategy","2018-02-07","To ask the Secretary of State for Business, Energy and Industrial Strategy, with reference to the draft Domestic Gas and Electricity (Tariff Cap) Bill, whether he plans to publish quantitative data on the effect of a price cap on (a) levels of investment in the energy sector and (b) costs to customers before a Bill is presented to Parliament, and if he will make a statement.","Biography information for Nic Dakin","Nic Dakin","House of Commons Tabled Parliamentary Question 2017/19 127183","127183"
"http://data.parliament.uk/resources/838289","2018-02-20","Department for Business, Energy and Industrial Strategy","2018-02-07","To ask the Secretary of State for Business, Energy and Industrial Strategy for what reasons the draft Domestic Gas and Electricity (Tariff Cap) Bill does not propose a review of the effect of the energy price cap in 2020, (a) every six months and (b) quarterly; and if he will make a statement.","Biography information for Nic Dakin","Nic Dakin","House of Commons Tabled Parliamentary Question 2017/19 127184","127184"
"http://data.parliament.uk/resources/838290","2018-02-20","Department for Business, Energy and Industrial Strategy","2018-02-07","To ask the Secretary of State for Business, Energy and Industrial Strategy what assessment his Department has made of the effect of an energy price cap on the a (a) rise and (b) fall in wholesale energy prices.","Biography information for Nic Dakin","Nic Dakin","House of Commons Tabled Parliamentary Question 2017/19 127185","127185"
"http://data.parliament.uk/resources/838291","2018-02-20","Department for Business, Energy and Industrial Strategy","2018-02-07","To ask the Secretary of State for Business, Energy and Industrial Strategy, for what reasons the draft Domestic Gas and Electricity (Tariff Cap) Bill proposes he rather than Ofgem or the Competition and Markets Authority makes the final decision on extending or terminating a domestic energy price cap in 2020.","Biography information for Nic Dakin","Nic Dakin","House of Commons Tabled Parliamentary Question 2017/19 127186","127186"
"http://data.parliament.uk/resources/838292","2018-02-20","Department for Exiting the European Union ","2018-02-07","To ask the Secretary of State for Exiting the European Union, whether the EU Exit Analysis - Cross Whitehall Briefing was commissioned by the Market Access and Budget Directorate team in his Department.","Biography information for Jo Platt","Jo Platt","House of Commons Tabled Parliamentary Question 2017/19 127187","127187"
"http://data.parliament.uk/resources/838293","2018-02-20","Department for Environment, Food and Rural Affairs","2018-02-07","To ask the Secretary of State for Environment, Food and Rural Affairs, what the timetable is for his Department to consider the application of the Cotswolds Area of Outstanding Natural Beauty to become a National Park.","Biography information for Dr David Drew","Dr David Drew","House of Commons Tabled Parliamentary Question 2017/19 127188","127188"
"http://data.parliament.uk/resources/838294","2018-02-20","Ministry of Housing, Communities and Local Government","2018-02-07","To ask the Secretary of State for Housing, Communities and Local Government, on what date the Ministerial Rough Sleeping and Homelessness Reduction Taskforce was established; and on how many occasions it has met since that date.","Biography information for John Healey","John Healey","House of Commons Tabled Parliamentary Question 2017/19 127189","127189"
"http://data.parliament.uk/resources/838295","2018-02-20","Department of Health and Social Care","2018-02-07","To ask the Secretary of State for Health and Social Care, how much NHS England has spent on NHS staff to (a) support and (b) performance manage Primary Care Support England (PCSE) since the commencement of the PCSE contract to provide services to the NHS.","Biography information for Chuka Umunna","Chuka Umunna","House of Commons Tabled Parliamentary Question 2017/19 127190","127190"
"http://data.parliament.uk/resources/838296","2018-02-20","Foreign and Commonwealth Office","2018-02-07","To ask the Secretary of State for Foreign and Commonwealth Affairs, what recent assessment he has made of the root causes of political destabilisation in Lebanon.","Biography information for Andrew Percy","Andrew Percy","House of Commons Tabled Parliamentary Question 2017/19 127191","127191"
"http://data.parliament.uk/resources/838297","2018-02-20","Foreign and Commonwealth Office","2018-02-07","To ask the Secretary of State for Foreign and Commonwealth Affairs, what recent assessment he has made of the level of financial support provided to Hezbollah in Lebanon by Iran.","Biography information for Craig Tracey","Craig Tracey","House of Commons Tabled Parliamentary Question 2017/19 127192","127192"
"http://data.parliament.uk/resources/838298","2018-02-20","Department of Health and Social Care","2018-02-07","To ask the Secretary of State for Health and Social Care, if he will implement the recommendations on regulatory levers for heated tobacco products set out in the Public Health England report on e-cigarettes and heated tobacco products, published on 6 February 2018.","Biography information for Craig Tracey","Craig Tracey","House of Commons Tabled Parliamentary Question 2017/19 127193","127193"
"http://data.parliament.uk/resources/838299","2018-02-20","Department of Health and Social Care","2018-02-07","To ask the Secretary of State for Health and Social Care, what steps he is taking to support more independent research on heated tobacco products as recommended in the Public Health England report on e-cigarettes and heated tobacco products, published on 6 February 2018.","Biography information for Craig Tracey","Craig Tracey","House of Commons Tabled Parliamentary Question 2017/19 127194","127194"
"http://data.parliament.uk/resources/838300","2018-02-20","Attorney General","2018-02-07","To ask the Attorney General, what steps the Government is taking to increase international cooperation in the prosecution of human traffickers.","Biography information for Andrew Percy","Andrew Percy","House of Commons Tabled Parliamentary Question 2017/19 127195","127195"
"http://data.parliament.uk/resources/838301","2018-02-20","Department for Work and Pensions","2018-02-07","To ask the Secretary of State for Work and Pensions, what steps his Department is taking to ensure that people comply with their child maintenance responsibilities.","Biography information for Andrew Percy","Andrew Percy","House of Commons Tabled Parliamentary Question 2017/19 127196","127196"
"http://data.parliament.uk/resources/838302","2018-02-20","Department for Work and Pensions","2018-02-07","To ask the Secretary of State for Work and Pensions, What support the Government provides to entrepreneurs who have disabilities.","Biography information for Andrew Percy","Andrew Percy","House of Commons Tabled Parliamentary Question 2017/19 127197","127197"
"http://data.parliament.uk/resources/838303","2018-02-20","Home Office","2018-02-07","To ask the Minister for the Home Department, what steps the Government is taking to improve awareness among older people of internet scams.","Biography information for Andrew Percy","Andrew Percy","House of Commons Tabled Parliamentary Question 2017/19 127198","127198"
"http://data.parliament.uk/resources/838304","2018-02-20","HM Treasury","2018-02-07","To ask Mr Chancellor of the Exchequer, what estimate he has made of the number of people who received relief from VAT on international passenger transport in (a) 2015-16, (b) 2016-17 and (c) 2017-18.","Biography information for Peter Dowd","Peter Dowd","House of Commons Tabled Parliamentary Question 2017/19 127199","127199"
"http://data.parliament.uk/resources/838305","2018-02-20","HM Treasury","2018-02-07","To ask Mr Chancellor of the Exchequer, what estimate he has made of the number of people who received relief from VAT on books, newspapers and magazines in (a) 2015-16, (b) 2016-17 and (c) 2017-18.","Biography information for Peter Dowd","Peter Dowd","House of Commons Tabled Parliamentary Question 2017/19 127200","127200"
"http://data.parliament.uk/resources/838306","2018-02-20","Department of Health and Social Care","2018-02-07","To ask the Secretary of State for Health and Social Care, what steps the Government is taking to increase the awareness of the dangers of obesity to children and young people.","Biography information for Andrew Percy","Andrew Percy","House of Commons Tabled Parliamentary Question 2017/19 127201","127201"
