"uri","answer date","answering body","date tabled","question text","tabling member > label","tabling member printed","title","uin"
"http://data.parliament.uk/resources/156708","2014-11-21","Cabinet Office","2014-11-19","To ask the Minister for the Cabinet Office, what the rate of cancer survival in hospitals is in (a) Barking, Havering and Redbridge University Hospitals NHS Trust and (b) England.","Biography information for Andrew Rosindell","Andrew Rosindell","House of Commons Tabled Parliamentary Question 2014/15 215158","215158"
"http://data.parliament.uk/resources/156709","2014-11-21","Home Office","2014-11-19","To ask the Secretary of State for the Home Department, how many violent incidents have been recorded at border check points in each year since January 2011.","Biography information for Andrew Rosindell","Andrew Rosindell","House of Commons Tabled Parliamentary Question 2014/15 215155","215155"
"http://data.parliament.uk/resources/156710","2014-11-21","Home Office","2014-11-19","To ask the Secretary of State for the Home Department, what steps her Department is taking to ensure that the Life in the UK test reflects contemporary Britain.","Biography information for Andrew Rosindell","Andrew Rosindell","House of Commons Tabled Parliamentary Question 2014/15 215126","215126"
"http://data.parliament.uk/resources/156711","2014-11-21","Home Office","2014-11-19","To ask the Secretary of State for the Home Department, what organisations in the UK have an affiliation with the Muslim Brotherhood.","Biography information for Andrew Rosindell","Andrew Rosindell","House of Commons Tabled Parliamentary Question 2014/15 215123","215123"
"http://data.parliament.uk/resources/156712","2014-11-21","Foreign and Commonwealth Office","2014-11-19","To ask the Secretary of State for Foreign and Commonwealth Affairs, what assessment he has made of the likelihood of Aleppo falling to pro-government forces in Syria.","Biography information for Andrew Rosindell","Andrew Rosindell","House of Commons Tabled Parliamentary Question 2014/15 215131","215131"
"http://data.parliament.uk/resources/156713","2014-11-21","Foreign and Commonwealth Office","2014-11-19","To ask the Secretary of State for Foreign and Commonwealth Affairs, what recent assessment he has made of the sustainability of anti-government forces in Syria.","Biography information for Andrew Rosindell","Andrew Rosindell","House of Commons Tabled Parliamentary Question 2014/15 215129","215129"
"http://data.parliament.uk/resources/156714","2014-11-21","Foreign and Commonwealth Office","2014-11-19","To ask the Secretary of State for Foreign and Commonwealth Affairs, what steps he is taking to prevent the killing of hostages by ISIL.","Biography information for Andrew Rosindell","Andrew Rosindell","House of Commons Tabled Parliamentary Question 2014/15 215201","215201"
"http://data.parliament.uk/resources/156715","2014-11-21","Department for Culture Media and Sport","2014-11-19","To ask the Secretary of State for Culture, Media and Sport, how much Arts Council England funding was awarded to organisations in (a) the London Borough of Havering, (b) Essex, (c) London and (d) the East of England in each of the last three years.","Biography information for Andrew Rosindell","Andrew Rosindell","House of Commons Tabled Parliamentary Question 2014/15 215160","215160"
"http://data.parliament.uk/resources/156716","2014-11-21","Department for Business, Innovation and Skills","2014-11-19","To ask the Secretary of State for Business, Innovation and Skills, what steps he is taking to promote overseas products that have been made in England.","Biography information for Andrew Rosindell","Andrew Rosindell","House of Commons Tabled Parliamentary Question 2014/15 215156","215156"
"http://data.parliament.uk/resources/156717","2014-11-21","Department for Culture Media and Sport","2014-11-19","To ask the Secretary of State for Culture, Media and Sport, what estimate he has made of the contribution to the UK economy of the UK music industry in each of the last 10 years.","Biography information for Andrew Rosindell","Andrew Rosindell","House of Commons Tabled Parliamentary Question 2014/15 215159","215159"
"http://data.parliament.uk/resources/156718","2014-11-21","HM Treasury","2014-11-19","To ask Mr Chancellor of the Exchequer, what supply side reforms he is undertaking to encourage investment in start-up technology businesses in the UK.","Biography information for Andrew Rosindell","Andrew Rosindell","House of Commons Tabled Parliamentary Question 2014/15 215122","215122"
"http://data.parliament.uk/resources/156719","2014-11-21","Department for Communities and Local Government","2014-11-19","To ask the Secretary of State for Communities and Local Government, what fiscal steps he is taking to ensure the sustainability of market towns in the UK.","Biography information for Andrew Rosindell","Andrew Rosindell","House of Commons Tabled Parliamentary Question 2014/15 215124","215124"
"http://data.parliament.uk/resources/156720","2014-11-21","HM Treasury","2014-11-19","To ask Mr Chancellor of the Exchequer, what assessment he has made of the potential effects of the Japanese recession on the UK economy.","Biography information for Andrew Rosindell","Andrew Rosindell","House of Commons Tabled Parliamentary Question 2014/15 215130","215130"
"http://data.parliament.uk/resources/156721","2014-11-21","HM Treasury","2014-11-19","To ask Mr Chancellor of the Exchequer, what recent assessment he has made of the effect of slow economic growth in Europe on the UK.","Biography information for Andrew Rosindell","Andrew Rosindell","House of Commons Tabled Parliamentary Question 2014/15 215132","215132"
