"uri","answer date","answering body","date tabled","question text","tabling member > label","tabling member printed","title","uin"
"http://data.parliament.uk/resources/14481","2013-10-08","Department for Transport","2013-09-12","To ask the Secretary of State for Transport, what steps his Department is taking to encourage more children to walk to school.","Biography information for Sir Bob Russell","Sir Bob Russell","House of Commons Tabled Parliamentary Question 2013/14 169496","169496"
"http://data.parliament.uk/resources/14482","2013-10-08","Department for Transport","2013-09-12","To ask the Secretary of State for Transport, what activities his Department undertook to support Walk to School Week in May 2013.","Biography information for Sir Bob Russell","Sir Bob Russell","House of Commons Tabled Parliamentary Question 2013/14 169497","169497"
"http://data.parliament.uk/resources/14483","2013-10-08","Department for Transport","2013-09-12","To ask the Secretary of State for Transport, how his Department is working with the Department for Education to encourage more children to walk to school.","Biography information for Sir Bob Russell","Sir Bob Russell","House of Commons Tabled Parliamentary Question 2013/14 169498","169498"
"http://data.parliament.uk/resources/14484","2013-10-08","Department for International Development","2013-09-12","To ask the Secretary of State for International Development, what progress her Department has made on the Bost Airfield and Agricultural Business Park programme.","Biography information for Steve McCabe","Steve McCabe","House of Commons Tabled Parliamentary Question 2013/14 169500","169500"
"http://data.parliament.uk/resources/14485","2013-10-08","Department for Energy and Climate Change","2013-09-12","To ask the Secretary of State for Energy and Climate Change, on how many occasions Mr Chris Huhne has been registered as a visitor to his Department's main building since February 2012.","Biography information for Thomas Docherty","Thomas Docherty","House of Commons Tabled Parliamentary Question 2013/14 169492","169492"
"http://data.parliament.uk/resources/14486","2013-10-08","Department for International Development","2013-09-12","To ask the Secretary of State for International Development, which Minister in her Department had overall responsibility for the Bost Airfield and Agricultural Business Park projects.","Biography information for Steve McCabe","Steve McCabe","House of Commons Tabled Parliamentary Question 2013/14 169501","169501"
"http://data.parliament.uk/resources/14487","2013-10-08","Home Office","2013-09-12","To ask the Secretary of State for the Home Department, what her policy is on measures which enable international students to obtain visas which allow them to remain in Scotland beyond the duration of their studies for the purpose of gaining experience in employment related to their course of study.","Biography information for Cathy Jamieson","Cathy Jamieson","House of Commons Tabled Parliamentary Question 2013/14 169493","169493"
"http://data.parliament.uk/resources/14488","2013-10-08","Department for Culture Media and Sport","2013-09-12","To ask the Secretary of State for Culture, Media and Sport, what plans she has to ensure that the invoices submitted by BT for delivering the rural superfast broadband programme accurately reflect its costs.","Biography information for Stephen Timms","Stephen Timms","House of Commons Tabled Parliamentary Question 2013/14 169494","169494"
"http://data.parliament.uk/resources/14489","2013-10-08","Department for Business, Innovation and Skills","2013-09-12","To ask the Secretary of State for Business, Innovation and Skills, how much has been spent by his Department on offsetting costs for energy-related carbon dioxide in the last year for which figures are available.","Biography information for David T. C. Davies","David T. C. Davies","House of Commons Tabled Parliamentary Question 2013/14 169502","169502"
"http://data.parliament.uk/resources/14490","2013-10-08","Department for Business, Innovation and Skills","2013-09-12","To ask the Secretary of State for Business, Innovation and Skills, how many traders were given a restricted sales order as a result of being caught selling tobacco to children in (a) Pendle constituency, (b) Lancashire and (c) the UK in each of the last three years.","Biography information for Andrew Stephenson","Andrew Stephenson","House of Commons Tabled Parliamentary Question 2013/14 169522","169522"
