"uri","answer date","answering body","date tabled","question text","tabling member > label","tabling member printed","title","uin"
"http://data.parliament.uk/resources/172024","2015-01-08","Department for Work and Pensions","2015-01-05","To ask the Secretary of State for Work and Pensions, what data his Department collects on (a) mental health problems, (b) physical health problems and (c) illiteracy rates among people sanctioned by Jobcentre Plus.","Biography information for Helen Jones","Helen Jones","House of Commons Tabled Parliamentary Question 2014/15 219679","219679"
"http://data.parliament.uk/resources/172025","2015-01-08","Department for Work and Pensions","2015-01-05","To ask the Secretary of State for Work and Pensions, how many people in Warrington are subject to the under-occupancy penalty.","Biography information for Helen Jones","Helen Jones","House of Commons Tabled Parliamentary Question 2014/15 219678","219678"
"http://data.parliament.uk/resources/172125","2015-01-08","Department for Business, Innovation and Skills","2015-01-05","To ask the Secretary of State for Business, Innovation and Skills, what recent discussions he has had with his ministerial colleagues on steps to reduce regulatory burdens on self-employed people; and if he will make a statement.","Biography information for Stephen Timms","Stephen Timms","House of Commons Tabled Parliamentary Question 2014/15 906878","906878"
"http://data.parliament.uk/resources/172126","2015-01-08","Department for Business, Innovation and Skills","2015-01-05","To ask the Secretary of State for Business, Innovation and Skills, what plans he has to address problems relating to retention monies and small businesses in the construction industry.","Biography information for Debbie Abrahams","Debbie Abrahams","House of Commons Tabled Parliamentary Question 2014/15 906864","906864"
"http://data.parliament.uk/resources/172430","2015-01-08","Department for Business, Innovation and Skills","2015-01-05","To ask the Secretary of State for Business, Innovation and Skills, if he will take steps to protect consumers from double charging by estate agents.","Biography information for Bill Esterson","Bill Esterson","House of Commons Tabled Parliamentary Question 2014/15 906866","906866"
"http://data.parliament.uk/resources/171770","2015-01-06","Department for Business, Innovation and Skills","2015-01-02","To ask the Secretary of State for Business, Innovation and Skills, how many (a) external and (b) Civil Service appointees have worked in ministerial offices in his Department (i) since May 2010 and (ii) between May 2005 and May 2010.","Biography information for Mike Wood","Mike Wood","House of Commons Tabled Parliamentary Question 2014/15 219588","219588"
"http://data.parliament.uk/resources/171771","2015-01-07","Department for Work and Pensions","2015-01-02","To ask the Secretary of State for Work and Pensions, what information on health and safety practices and records of companies the Health and Safety Executive collects; and what information is made available as open source data.","Biography information for Chi Onwurah","Chi Onwurah","House of Commons Tabled Parliamentary Question 2014/15 219625","219625"
"http://data.parliament.uk/resources/171772","2015-01-06","Department for Business, Innovation and Skills","2015-01-02","To ask the Secretary of State for Business, Innovation and Skills, if he will apply the same criteria for industries which qualify for relief under the Climate Change Agreement to the industries eligible for relief from the indirect costs of renewables.","Biography information for Dame Anne McGuire","Mrs Anne McGuire","House of Commons Tabled Parliamentary Question 2014/15 219581","219581"
"http://data.parliament.uk/resources/171773","2015-01-06","Department for Business, Innovation and Skills","2015-01-02","To ask the Secretary of State for Business, Innovation and Skills, if he will commission a review of the unregulated trades referral industry; and if he will make a statement.","Biography information for Kevin Brennan","Kevin Brennan","House of Commons Tabled Parliamentary Question 2014/15 219616","219616"
"http://data.parliament.uk/resources/171774","2015-01-07","Department for Business, Innovation and Skills","2015-01-02","To ask the Secretary of State for Business, Innovation and Skills, whether the Insolvency Service plans to conduct an investigation into the circumstances surrounding the administration of Citylink.","Biography information for Ann McKechin","Ann McKechin","House of Commons Tabled Parliamentary Question 2014/15 219631","219631"
"http://data.parliament.uk/resources/171775","2015-01-07","Department for Business, Innovation and Skills","2015-01-02","To ask the Secretary of State for Business, Innovation and Skills, when his Department (a) first became aware of the possible administration of Citylink and (b) was advised by Citylink or its advisers that the company might be placed into administration.","Biography information for Ann McKechin","Ann McKechin","House of Commons Tabled Parliamentary Question 2014/15 219632","219632"
"http://data.parliament.uk/resources/171776","2015-01-07","Department for Business, Innovation and Skills","2015-01-02","To ask the Secretary of State for Business, Innovation and Skills, when his Department was first made aware that there would be insufficient funds from the administration of Citylink to pay statutory redundancy payments to that company's former employees.","Biography information for Ann McKechin","Ann McKechin","House of Commons Tabled Parliamentary Question 2014/15 219633","219633"
"http://data.parliament.uk/resources/171777","2015-01-06","Cabinet Office","2015-01-02","To ask the Minister for the Cabinet Office, what plans he has for the National Citizen Service in Crawley constituency.","Biography information for Henry Smith","Henry Smith","House of Commons Tabled Parliamentary Question 2014/15 219583","219583"
"http://data.parliament.uk/resources/171778","2015-01-07","HM Treasury","2015-01-02","To ask Mr Chancellor of the Exchequer, what progress HM Revenue and Customs has made in developing an online childcare support calculator to replace its current calculator; and whether the proposed new calculator will be ready by September 2015.","Biography information for Stephen Timms","Stephen Timms","House of Commons Tabled Parliamentary Question 2014/15 219642","219642"
"http://data.parliament.uk/resources/171779","2015-01-07","HM Treasury","2015-01-02","To ask Mr Chancellor of the Exchequer, if HM Revenue and Customs will include the childcare element of universal credit in the online calculator it is developing alongside the tax-free childcare scheme; and if he will make a statement.","Biography information for Stephen Timms","Stephen Timms","House of Commons Tabled Parliamentary Question 2014/15 219643","219643"
"http://data.parliament.uk/resources/171780","2015-01-06","HM Treasury","2015-01-02","To ask Mr Chancellor of the Exchequer, what assessment his Department has made of the effect of removing free to use cash machines from the rating list on access to banking and money; and if he will make a statement.","Biography information for Mr Robin Walker","Mr Robin Walker","House of Commons Tabled Parliamentary Question 2014/15 219652","219652"
"http://data.parliament.uk/resources/171781","2015-01-06","HM Treasury","2015-01-02","To ask Mr Chancellor of the Exchequer, if he will provide funding for the import of concentrated solar power from North Africa.","Biography information for Oliver Colvile","Oliver Colvile","House of Commons Tabled Parliamentary Question 2014/15 219617","219617"
"http://data.parliament.uk/resources/171782","2015-01-06","HM Treasury","2015-01-02","To ask Mr Chancellor of the Exchequer, if he will take steps to limit the use by local authorities of personal service limited companies for hiring personnel.","Biography information for Tessa Munt","Tessa Munt","House of Commons Tabled Parliamentary Question 2014/15 219604","219604"
"http://data.parliament.uk/resources/171783","2015-01-06","HM Treasury","2015-01-02","To ask Mr Chancellor of the Exchequer, if he will estimate the cost to the economy of overseas firms not registering for VAT in the UK; and what steps he plans to take to ensure that such companies do register for VAT.","Biography information for Toby Perkins","Toby Perkins","House of Commons Tabled Parliamentary Question 2014/15 219584","219584"
"http://data.parliament.uk/resources/171784","2015-01-07","HM Treasury","2015-01-02","To ask Mr Chancellor of the Exchequer, when he plans to introduce (a) VAT mini one stop shops and (b) new VAT rules affecting small and micro businesses.","Biography information for Steve McCabe","Steve McCabe","House of Commons Tabled Parliamentary Question 2014/15 219630","219630"
"http://data.parliament.uk/resources/171785","2015-01-07","Department for Communities and Local Government","2015-01-02","To ask the Secretary of State for Communities and Local Government, what his policy is on informing organisations whose funding from his Department is to be reduced of that decision and the reasons for it, before the House is informed by means of a statement or otherwise.","Biography information for Mr Roger Godsiff","Mr Roger Godsiff","House of Commons Tabled Parliamentary Question 2014/15 219637","219637"
