"uri","answer date","answering body","date tabled","question text","tabling member > label","tabling member printed","title","uin"
"http://data.parliament.uk/resources/422933","2015-10-23","Foreign and Commonwealth Office","2015-10-21","To ask the Secretary of State for Foreign and Commonwealth Affairs, what records his Department holds on representations made by the Government to (a) the US Administration and (b) the Libyan government in 2008 about inclusion of compensation claims by victims of IRA/Libyan sponsored violence in the UK in the scope of the Libyan Claims Settlement Agreement; and if he will make a statement.","Biography information for Lady Hermon","Lady Hermon","House of Commons Tabled Parliamentary Question 2015/16 12830","12830"
"http://data.parliament.uk/resources/422934","2015-10-23","Foreign and Commonwealth Office","2015-10-21","To ask the Secretary of State for Foreign and Commonwealth Affairs, what recent assessment his Department has made of the human rights situation in Egypt.","Biography information for Dr Matthew Offord","Dr Matthew Offord","House of Commons Tabled Parliamentary Question 2015/16 12841","12841"
"http://data.parliament.uk/resources/422935","2015-10-23","Foreign and Commonwealth Office","2015-10-21","To ask the Secretary of State for Foreign and Commonwealth Affairs, on what occasions British consular officials in Indonesia have visited Rebecca Prosser since her detention on 28 May 2015; how long each such visit lasted; and when the next such visit will take place.","Biography information for Dame Caroline Spelman","Mrs Caroline Spelman","House of Commons Tabled Parliamentary Question 2015/16 12810","12810"
"http://data.parliament.uk/resources/422936","2015-10-23","Foreign and Commonwealth Office","2015-10-21","To ask the Secretary of State for Foreign and Commonwealth Affairs, when he last raised the detention in Indonesia of Rebecca Prosser; and with whom he raised that issue.","Biography information for Dame Caroline Spelman","Mrs Caroline Spelman","House of Commons Tabled Parliamentary Question 2015/16 12811","12811"
"http://data.parliament.uk/resources/422937","2015-10-23","Foreign and Commonwealth Office","2015-10-21","To ask the Secretary of State for Foreign and Commonwealth Affairs, what steps his Department is taking to encourage Palestinian Authority officials to address the issue of incitement to violence.","Biography information for Dr Matthew Offord","Dr Matthew Offord","House of Commons Tabled Parliamentary Question 2015/16 12814","12814"
"http://data.parliament.uk/resources/422938","2015-10-23","Foreign and Commonwealth Office","2015-10-21","To ask the Secretary of State for Foreign and Commonwealth Affairs, what representations his Department has made to the Palestinian Authority on its involvement in direct peace talks without preconditions with the Israeli government.","Biography information for Dr Matthew Offord","Dr Matthew Offord","House of Commons Tabled Parliamentary Question 2015/16 12815","12815"
"http://data.parliament.uk/resources/422939","2015-10-23","Foreign and Commonwealth Office","2015-10-21","To ask the Secretary of State for Foreign and Commonwealth Affairs, if he will discuss with his (a) EU and (b) African Union counterparts the creation of an International Constitutional Court to be used for settling disputes concerning (i) presidential term limits and (ii) constitutional matters that may give rise to civil or military conflicts.","Biography information for Mark Pritchard","Mark Pritchard","House of Commons Tabled Parliamentary Question 2015/16 12816","12816"
"http://data.parliament.uk/resources/422940","2015-10-23","Foreign and Commonwealth Office","2015-10-21","To ask the Secretary of State for Foreign and Commonwealth Affairs, if he will make representations to his Indian counterpart on (a) the treatment of and (b) the use of bullhooks on Asian elephants in the tourism and logging industry.","Biography information for Mark Pritchard","Mark Pritchard","House of Commons Tabled Parliamentary Question 2015/16 12817","12817"
"http://data.parliament.uk/resources/422941","2015-10-26","Foreign and Commonwealth Office","2015-10-21","To ask the Secretary of State for Foreign and Commonwealth Affairs, at which court hearings in Indonesia for Rebecca Prosser, Consular officials in his Department attended.","Biography information for Dame Caroline Spelman","Mrs Caroline Spelman","House of Commons Tabled Parliamentary Question 2015/16 12912","12912"
"http://data.parliament.uk/resources/422942","2015-10-23","Foreign and Commonwealth Office","2015-10-21","To ask the Secretary of State for Foreign and Commonwealth Affairs, what plans he has to remove the climate diplomacy function of his Department in response to the UNFCCC Paris COP 21.","Biography information for Barry Gardiner","Barry Gardiner","House of Commons Tabled Parliamentary Question 2015/16 12872","12872"
"http://data.parliament.uk/resources/422943","2015-10-26","Foreign and Commonwealth Office","2015-10-21","To ask the Secretary of State for Foreign and Commonwealth Affairs, what representations he has received from his Russian counterpart on Russian military operations in Syria and Iraq; and if he will make a statement.","Biography information for Mr Jim Cunningham","Mr Jim Cunningham","House of Commons Tabled Parliamentary Question 2015/16 12900","12900"
"http://data.parliament.uk/resources/422944","2015-10-23","Foreign and Commonwealth Office","2015-10-21","To ask the Secretary of State for Foreign and Commonwealth Affairs, what information his Department holds on court hearings which have taken place in respect of Rebecca Prosser in Indonesia; and which such hearings have been attended by Consular officials.","Biography information for Ms Harriet Harman","Ms Harriet Harman","House of Commons Tabled Parliamentary Question 2015/16 12922","12922"
"http://data.parliament.uk/resources/422945","2015-10-26","Foreign and Commonwealth Office","2015-10-21","To ask the Secretary of State for Foreign and Commonwealth Affairs, what assessment he has made of the progress towards the establishment of a government in Libya; and if he will make a statement.","Biography information for Lady Hermon","Lady Hermon","House of Commons Tabled Parliamentary Question 2015/16 12906","12906"
